,0,1,2,__mappify_error,Latitude,Longitude,State,mean_median_dist,median_median_dist,n_results,winnerPct,searchType
48,Tupra,LOCATION,18910110-698-163657874 (8 of 12).txt,No match found.,144.161178,-34.2143605,NSW,0.0,0.0,1,100.0,exact
49,Killarney,LOCATION,18910110-698-163657874 (8 of 12).txt,No match found.,148.7469475,-33.6163125,NSW,2.4608802614176986,2.279085788897052,67,70.1492537313433,exact
50,Budderabong,LOCATION,18910110-698-163657874 (8 of 12).txt,No match found.,,,None,,,0,,None
51,Mickie 's Plains,LOCATION,18910110-698-163657874 (8 of 12).txt,No match found.,,,None,,,0,,None
52,GOODOOGA,LOCATION,18910110-698-163657874 (8 of 12).txt,No match found.,147.45444444444442,-29.107222222222223,NSW,0.008162214151012108,0.008461970117626488,5,60.0,exact
53,Queensland,LOCATION,18910110-698-163657874 (8 of 12).txt,No match found.,121.2023,-31.02926,WA,0.0,0.0,1,100.0,exact
54,Brewarrina,LOCATION,18910110-698-163657874 (8 of 12).txt,No match found.,146.86666666666667,-29.955694444444447,NSW,0.014473956349597729,0.007444496268476708,7,57.14285714285714,exact
55,GUNDAGAI,LOCATION,18910110-698-163657874 (8 of 12).txt,No match found.,148.1011111111111,-35.065,NSW,0.017568209223160408,0.0,4,75.0,exact
56,Bridge Inn,LOCATION,18650301-809-155027199 (10 of 13).txt,No match found.,142.8237457,-37.02958298,VIC,0.0,0.0,1,100.0,exact
57,Wagga,LOCATION,18931223-52-71193207 (19 of 19).txt,No match found.,147.35009141666666,-31.769350944444444,NSW,1.8112052104092018,1.8112052104092018,2,100.0,exact
58,Bullenbong,LOCATION,18931223-52-71193207 (19 of 19).txt,No match found.,146.93345944444445,-35.15818344444445,NSW,0.007426769092060911,0.004395961035342475,4,100.0,exact
59,Eunonyhareenyha Station,LOCATION,18931223-52-71193207 (19 of 19).txt,No match found.,,,None,,,0,,None
60,Yerong Creek Railway Station,LOCATION,18931223-52-71193207 (19 of 19).txt,No match found.,147.06777777777776,-35.38166666666667,NSW,0.0,0.0,1,100.0,exact
61,NARRABRI,LOCATION,18931223-52-71193207 (19 of 19).txt,No match found.,149.7305,-30.315283333333333,Ambiguous,0.9117855696094138,0.044011109309626165,8,,exact
62,Nandewar Ranges,LOCATION,18931223-52-71193207 (19 of 19).txt,No match found.,150.95749999999998,-30.429166666666667,NSW,0.0,0.0,1,100.0,fuzzy
63,Epsom,LOCATION,18600128-8-18650885 (1 of 1).txt,No match found.,144.312912,-36.71763992,VIC,0.005861559823502226,0.005887591803947492,5,60.0,exact
64,Indented Heads,LOCATION,18660308-558-147267336 (1 of 2).txt,No match found.,,,None,,,0,,None
65,Geelong,LOCATION,18870204-558-150395118 (1 of 1).txt,No match found.,144.35597230000002,-38.14819527,VIC,0.005005074585987808,0.00224929642066765,5,80.0,exact
66,Ballarai,LOCATION,18870204-558-150395118 (1 of 1).txt,No match found.,144.33957258333334,-25.834606583333333,Ambiguous,6.580914767717456,6.580914767717456,2,,fuzzy
67,Geelong,LOCATION,18870204-558-150395118 (1 of 1).txt,No match found.,144.35597230000002,-38.14819527,VIC,0.005005074585987808,0.00224929642066765,5,80.0,exact
68,J.P.,LOCATION,18650325-13-5742893 (1 of 2).txt,No match found.,,,None,,,0,,None
69,SOUTH WALES,LOCATION,18840126-232-262613695 (2 of 3).txt,No match found.,,,None,,,0,,None
70,Adamstown,LOCATION,18840126-232-262613695 (2 of 3).txt,No match found.,151.72555555555556,-32.939166666666665,NSW,0.0,0.0,1,100.0,exact
71,New England,LOCATION,18741218-35-13336814 (1 of 1).txt,No match found.,151.06777777777776,-30.981666666666666,NSW,0.0,0.0,3,66.66666666666666,exact
72,New England,LOCATION,18741218-35-13336814 (1 of 1).txt,No match found.,151.06777777777776,-30.981666666666666,NSW,0.0,0.0,3,66.66666666666666,exact
73,Australia,LOCATION,18980204-241-87647802 (1 of 2).txt,No match found.,137.13828,-28.61389,Ambiguous,0.0,0.0,2,,exact
74,New Zealand,LOCATION,18980204-241-87647802 (1 of 2).txt,No match found.,,,None,,,0,,None
75,Ballarat Hospi,LOCATION,18591209-189-72463698 (1 of 1).txt,No match found.,,,None,,,0,,None
76,Queensland,LOCATION,18800114-180-65960545 (1 of 1).txt,No match found.,121.2023,-31.02926,WA,0.0,0.0,1,100.0,exact
77,Sydney,LOCATION,18800114-180-65960545 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
78,America,LOCATION,18870122-792-170598464 (1 of 2).txt,No match found.,,,None,,,0,,None
79,Geelong,LOCATION,18870122-792-170598464 (1 of 2).txt,No match found.,144.35597230000002,-38.14819527,VIC,0.005005074585987808,0.00224929642066765,5,80.0,exact
80,Nagambie,LOCATION,18870122-792-170598464 (1 of 2).txt,No match found.,145.155413733333,-36.78513718,VIC,0.010789919620111565,0.003060472400594338,4,100.0,exact
81,Monument Creek,LOCATION,18800113-1324-240933957 (1 of 1).txt,No match found.,146.0795898,-37.55208206,VIC,0.6865749956519501,0.6205932455391305,4,75.0,exact
82,Cal,LOCATION,18771110-288-90943697 (1 of 1).txt,No match found.,,,None,,,0,,None
83,Goulburn,LOCATION,18600702-35-13042578 (1 of 1).txt,No match found.,149.73444444444442,-34.748333333333335,NSW,1.4418764394998296,0.03726779962499437,10,70.0,exact
84,Enibley,LOCATION,18961221-346-88994627 (1 of 1).txt,No match found.,,,None,,,0,,None
85,Cartridge,LOCATION,18961221-346-88994627 (1 of 1).txt,No match found.,139.26482,-26.39968,SA,0.0,0.0,1,100.0,fuzzy
86,moon,LOCATION,18510331-13-4777002 (2 of 4).txt,No match found.,,,None,,,0,,None
87,SOUTH WALES,LOCATION,18910107-30-3139737 (2 of 2).txt,No match found.,,,None,,,0,,None
88,Temora,LOCATION,18910107-30-3139737 (2 of 2).txt,No match found.,147.53444444444443,-34.44833333333333,NSW,0.0428233551805541,0.016666666666672825,3,100.0,exact
89,St. Matthew 's Church of England,LOCATION,18961017-192-72550000 (1 of 1).txt,No match found.,,,None,,,0,,None
90,Sydney,LOCATION,18910107-30-3139737 (2 of 2).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
91,Sydney,LOCATION,18910107-30-3139737 (2 of 2).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
92,Gundagai,LOCATION,18840307-436-254369580 (1 of 1).txt,No match found.,148.1011111111111,-35.065,NSW,0.017568209223160408,0.0,4,75.0,exact
93,South Gundagai,LOCATION,18840307-436-254369580 (1 of 1).txt,No match found.,148.1011111111111,-35.08166666666667,NSW,0.017568209223161907,0.0,3,100.0,exact
94,Snowball Creek,LOCATION,18840307-436-254369580 (1 of 1).txt,No match found.,150.39277777777778,-33.27333333333333,NSW,2.999837958586717,2.999837958586717,2,100.0,exact
95,Australia,LOCATION,18570117-13-7143278 (2 of 6).txt,No match found.,137.13828,-28.61389,Ambiguous,0.0,0.0,2,,exact
96,Geelong,LOCATION,18600103-189-72464103 (1 of 1).txt,No match found.,144.35597230000002,-38.14819527,VIC,0.005005074585987808,0.00224929642066765,5,80.0,exact
97,Springs,LOCATION,18600103-189-72464103 (1 of 1).txt,No match found.,138.998535,-31.818215000000002,Ambiguous,13.096317331441167,13.97169590284389,7,,exact
98,BATHURST,LOCATION,18881106-35-13702594 (1 of 4).txt,No match found.,149.58055555555555,-33.424166666666665,NSW,0.48608492355236993,0.21209190522069218,7,100.0,exact
99,Bathurst,LOCATION,18881106-35-13702594 (1 of 4).txt,No match found.,149.58055555555555,-33.424166666666665,NSW,0.48608492355236993,0.21209190522069218,7,100.0,exact
100,COONABARABRAN,LOCATION,18881106-35-13702594 (1 of 4).txt,No match found.,149.2745277777778,-31.2696,Ambiguous,0.12320217773849547,0.008168384173148737,6,,exact
101,CJz'jj Creek,LOCATION,18590305-821-158126305 (3 of 6).txt,No match found.,,,None,,,0,,None
102,Mc,LOCATION,18871008-460-142445444 (1 of 1).txt,No match found.,,,None,,,0,,None
103,Franklin Harbor,LOCATION,18800922-1093-207661195 (1 of 2).txt,No match found.,136.9380402,-33.71720039,SA,0.0,0.0,1,100.0,exact
104,Victoria,LOCATION,18871008-460-142445444 (1 of 1).txt,No match found.,148.13444444444443,-33.930277777777775,NSW,4.494904880681709,3.9293591131536396,11,63.63636363636363,exact
105,Great Britain,LOCATION,18871008-460-142445444 (1 of 1).txt,No match found.,,,None,,,0,,None
106,Mount Alexander,LOCATION,18650301-13-5739044 (3 of 12).txt,No match found.,148.01666666666668,-28.183333333333334,Ambiguous,14.300648920968841,8.674076123999507,13,,exact
107,Mount,LOCATION,18650301-13-5739044 (3 of 12).txt,No match found.,,,None,,,0,,None
108,Junction,LOCATION,18650301-13-5739044 (3 of 12).txt,No match found.,149.40527777777777,-33.95196108333333,NSW,2.021209742430255,1.5930674285423159,8,75.0,exact
109,Hobart Town,LOCATION,18750206-232-191558563 (4 of 4).txt,No match found.,,,None,,,0,,None
110,Near Glenlyon,LOCATION,18990211-621-221142853 (1 of 2).txt,No match found.,,,None,,,0,,None
111,Narandera Hosipital,LOCATION,18980121-436-99971758 (1 of 1).txt,No match found.,,,None,,,0,,None
112,Queensland,LOCATION,18881201-698-161888468 (4 of 8).txt,No match found.,121.2023,-31.02926,WA,0.0,0.0,1,100.0,exact
113,Port Elliot,LOCATION,18590212-287-96494945 (3 of 4).txt,No match found.,138.6801342,-35.53311666,SA,1.2062261886739145,0.0,3,100.0,exact
114,Bathurst,LOCATION,18720104-8-18760114 (3 of 3).txt,No match found.,149.58055555555555,-33.424166666666665,NSW,0.48608492355236993,0.21209190522069218,7,100.0,exact
115,Lower River,LOCATION,18720104-8-18760114 (3 of 3).txt,No match found.,,,None,,,0,,None
116,Yiotoria,LOCATION,18720104-8-18760114 (3 of 3).txt,No match found.,,,None,,,0,,None
117,Pleasant Creek,LOCATION,18720104-8-18760114 (3 of 3).txt,No match found.,143.97500000000002,-20.641666666666666,QLD,4.229420427152408,3.8250866029892014,6,66.66666666666666,exact
118,Victoria,LOCATION,18720104-8-18760114 (3 of 3).txt,No match found.,148.13444444444443,-33.930277777777775,NSW,4.494904880681709,3.9293591131536396,11,63.63636363636363,exact
119,Williamstown,LOCATION,18720104-8-18760114 (3 of 3).txt,No match found.,141.8903038888885,-36.35775166666665,Ambiguous,3.7069560909728128,3.4069479297566487,9,,exact
120,Gunnedah,LOCATION,18840109-232-262612545 (1 of 1).txt,No match found.,150.16777777777776,-30.981666666666666,NSW,0.041190075346517425,0.023570226039540194,4,75.0,exact
121,River Samoi,LOCATION,18840109-232-262612545 (1 of 1).txt,No match found.,,,None,,,0,,None
122,Sydney,LOCATION,18930121-319-198031937 (2 of 4).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
123,Sydney,LOCATION,18840109-232-262612545 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
124,Walb'umliie,LOCATION,18930121-319-198031937 (2 of 4).txt,No match found.,,,None,,,0,,None
125,Flcnsar.t Hills,LOCATION,18930121-319-198031937 (2 of 4).txt,No match found.,,,None,,,0,,None
126,Dagworth,LOCATION,18700115-8-18742689 (3 of 5).txt,No match found.,147.6186111111111,-27.185972222222222,Ambiguous,7.888023244313796,7.3086655841951185,4,,exact
127,Wollombi Range,LOCATION,18700115-8-18742689 (3 of 5).txt,No match found.,,,None,,,0,,None
128,Rottnest,LOCATION,18730201-386-114442194 (1 of 1).txt,No match found.,,,None,,,0,,None
129,Navlcan,LOCATION,18810122-436-254362257 (1 of 2).txt,No match found.,,,None,,,0,,None
130,Hawksview,LOCATION,18810122-436-254362257 (1 of 2).txt,No match found.,,,None,,,0,,None
131,Mullengandra,LOCATION,18810122-436-254362257 (1 of 2).txt,No match found.,147.13444444444443,-35.901944444444446,NSW,0.06309896609948465,0.05013023163180016,3,100.0,exact
132,South Australia,LOCATION,18910228-464-115569494 (1 of 1).txt,No match found.,137.305178,-32.4907365,SA,3.424218638749024,3.424218638749024,2,100.0,exact
133,Australia,LOCATION,18550201-13-4803851 (3 of 7).txt,No match found.,137.13828,-28.61389,Ambiguous,0.0,0.0,2,,exact
134,Wilberforce,LOCATION,18970320-192-72551351 (1 of 1).txt,No match found.,150.84277777777777,-33.53916666666667,NSW,0.6662151142083569,0.018909499183584352,6,66.66666666666666,exact
135,St. Matthew 's R.C,LOCATION,18970320-192-72551351 (1 of 1).txt,No match found.,,,None,,,0,,None
136,QUEENSLAND,LOCATION,18811026-185-202595080 (1 of 1).txt,No match found.,121.2023,-31.02926,WA,0.0,0.0,1,100.0,exact
137,BRISBANE,LOCATION,18811026-185-202595080 (1 of 1).txt,No match found.,151.92291666666665,-29.82472222222222,Ambiguous,2.603174807409623,2.603174807409623,2,,exact
138,New Zealand,LOCATION,18811026-185-202595080 (1 of 1).txt,No match found.,,,None,,,0,,None
139,Bynya Station,LOCATION,18931213-508-112931958 (2 of 5).txt,No match found.,,,None,,,0,,None
140,Pleasant Valley,LOCATION,18931213-508-112931958 (2 of 5).txt,No match found.,138.58073,-34.1012805,Ambiguous,8.649500220587054,7.714313000000004,3,,exact
141,Murril Creek,LOCATION,18931213-508-112931958 (2 of 5).txt,No match found.,148.075,-24.141666666666666,QLD,5.035609308823625,5.035609308823625,4,50.0,fuzzy
142,Campbelltown,LOCATION,18931213-650-156674668 (3 of 3).txt,No match found.,143.9829102,-37.1731944444444,Ambiguous,3.2466132583456986,0.05361219555560126,8,,exact
143,Deniliquin,LOCATION,18931213-650-156674668 (3 of 3).txt,No match found.,144.9397222222222,-35.528888888888886,NSW,0.005964141820439289,0.005964141820439289,3,66.66666666666666,exact
144,Bland 's Brook,LOCATION,18620219-180-69136194 (3 of 3).txt,No match found.,,,None,,,0,,None
145,Depot Bridge,LOCATION,18620219-180-69136194 (3 of 3).txt,No match found.,,,None,,,0,,None
146,Wagga,LOCATION,18840119-240-84701747 (2 of 3).txt,No match found.,147.35009141666666,-31.769350944444444,NSW,1.8112052104092018,1.8112052104092018,2,100.0,exact
147,Neow South Wales,LOCATION,18840119-240-84701747 (2 of 3).txt,No match found.,147.01777777777778,-32.16166666666666,NSW,0.0,0.0,1,100.0,fuzzy
148,Whipatick,LOCATION,18840119-240-84701747 (2 of 3).txt,No match found.,,,None,,,0,,None
149,Loliwah,LOCATION,18841113-367-103507757 (1 of 1).txt,No match found.,,,None,,,0,,None
150,Paris,LOCATION,18840621-367-103506603 (1 of 1).txt,No match found.,,,None,,,0,,None
151,Paris,LOCATION,18840621-367-103506603 (1 of 1).txt,No match found.,,,None,,,0,,None
152,Paris,LOCATION,18840621-367-103506603 (1 of 1).txt,No match found.,,,None,,,0,,None
153,Paris,LOCATION,18840621-367-103506603 (1 of 1).txt,No match found.,,,None,,,0,,None
154,Launceston,LOCATION,18520218-21-2959457 (1 of 2).txt,No match found.,147.2219997,-41.400499315,TAS,0.0910178283940018,0.0910178283940018,2,100.0,exact
155,Long Bay,LOCATION,18520218-21-2959457 (1 of 2).txt,No match found.,148.95555585555556,-39.26527770277778,Ambiguous,4.585303291182189,4.366094363799155,7,,exact
156,Germany,LOCATION,18820328-185-200668998 (1 of 2).txt,No match found.,120.1928,-30.8615,WA,0.0,0.0,1,100.0,fuzzy
157,Sydney,LOCATION,18820328-185-200668998 (1 of 2).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
158,Town Hall,LOCATION,18980312-335-165312245 (2 of 2).txt,No match found.,144.87033388888887,-34.43839,Ambiguous,6.373289575618929,6.373289575618929,2,,exact
159,KEMPSEY,LOCATION,18970227-508-108862190 (1 of 3).txt,No match found.,152.83444444444444,-31.081666666666667,NSW,1.8103225775421914,0.01536590742881444,5,100.0,exact
160,Yarra River,LOCATION,18861120-1220-234172912 (1 of 1).txt,No match found.,145.55375,-37.7640277777777,VIC,0.0,0.0,1,100.0,exact
161,Sci'ton 's Hotel,LOCATION,18550210-170-65718847 (1 of 2).txt,No match found.,,,None,,,0,,None
162,Rocky Creek,LOCATION,18720115-67-60880075 (2 of 2).txt,No match found.,149.33333333333334,-26.35,Ambiguous,5.800422185220502,5.242545354131268,247,,exact
163,Barraba,LOCATION,18720115-67-60880075 (2 of 2).txt,No match found.,150.61777777777777,-30.381666666666668,NSW,0.5569957891606467,0.05270462766946887,6,83.33333333333334,exact
164,Bald Hill,LOCATION,18630106-13-6482437 (1 of 17).txt,No match found.,148.28444444444443,-34.25655272,Ambiguous,4.4820064145009,3.6940620417171384,193,,exact
165,Brisbane,LOCATION,18751012-1056-212667061 (1 of 1).txt,No match found.,151.92291666666665,-29.82472222222222,Ambiguous,2.603174807409623,2.603174807409623,2,,exact
166,Singapore,LOCATION,18751012-1056-212667061 (1 of 1).txt,No match found.,103.82,1.35208,No best estimate,0.0,0.0,1,100.0,exact
167,Brisbane,LOCATION,18751012-1056-212667061 (1 of 1).txt,No match found.,151.92291666666665,-29.82472222222222,Ambiguous,2.603174807409623,2.603174807409623,2,,exact
168,Wccchurob,LOCATION,18751012-1056-212667061 (1 of 1).txt,No match found.,,,None,,,0,,None
169,Pcntridgo,LOCATION,18751012-1056-212667061 (1 of 1).txt,No match found.,,,None,,,0,,None
170,Cr,LOCATION,18980212-335-165314695 (3 of 3).txt,No match found.,,,None,,,0,,None
171,Town Hall,LOCATION,18751012-1056-212667061 (1 of 1).txt,No match found.,144.87033388888887,-34.43839,Ambiguous,6.373289575618929,6.373289575618929,2,,exact
172,Tatooke Estate,LOCATION,18881229-460-142434272 (4 of 6).txt,No match found.,,,None,,,0,,None
173,Green-hill Creek,LOCATION,18881229-460-142434272 (4 of 6).txt,No match found.,147.80673690555557,-35.49618128666667,Ambiguous,4.322986337190127,4.398188726811345,12,,fuzzy
174,Sydney,LOCATION,18500215-41-38440554 (2 of 2).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
175,VWarri River,LOCATION,18740211-366-100844629 (1 of 2).txt,No match found.,,,None,,,0,,None
176,Tbwn Hall,LOCATION,18900131-30-3131707 (1 of 3).txt,No match found.,,,None,,,0,,None
177,Fremantle,LOCATION,18900131-30-3131707 (1 of 3).txt,No match found.,115.7459,-32.055085,WA,0.006672194407194487,0.006670032193073736,4,100.0,exact
178,Sydney,LOCATION,18821213-41-43333585 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
179,Temora,LOCATION,18821213-41-43333585 (1 of 1).txt,No match found.,147.53444444444443,-34.44833333333333,NSW,0.0428233551805541,0.016666666666672825,3,100.0,exact
180,Tamworth,LOCATION,18821213-41-43333585 (1 of 1).txt,No match found.,150.95111111111112,-31.081666666666667,NSW,0.022011633723580098,0.019023267447182933,5,80.0,exact
181,Queensland,LOCATION,18790208-701-145215536 (2 of 3).txt,No match found.,121.2023,-31.02926,WA,0.0,0.0,1,100.0,exact
182,Cumiamulla,LOCATION,18790208-701-145215536 (2 of 3).txt,No match found.,,,None,,,0,,None
183,Georgetown,LOCATION,18790208-701-145215536 (2 of 3).txt,No match found.,143.345,-18.3,Ambiguous,6.4084835325251674,0.20320445976684143,6,,exact
184,Brisbane,LOCATION,18790208-701-145215536 (2 of 3).txt,No match found.,151.92291666666665,-29.82472222222222,Ambiguous,2.603174807409623,2.603174807409623,2,,exact
185,Brisbane,LOCATION,18790208-701-145215536 (2 of 3).txt,No match found.,151.92291666666665,-29.82472222222222,Ambiguous,2.603174807409623,2.603174807409623,2,,exact
186,iSTorth Queens,LOCATION,18710127-558-150655845 (1 of 1).txt,No match found.,,,None,,,0,,None
187,Burramundra,LOCATION,18720103-366-100871762 (1 of 2).txt,No match found.,,,None,,,0,,None
188,Queens,LOCATION,18920608-180-66306761 (1 of 1).txt,No match found.,,,None,,,0,,None
189,Moama,LOCATION,18860112-8-18881661 (5 of 12).txt,No match found.,144.7511111111111,-36.098333333333336,NSW,0.016005223066086396,0.0019641855033000408,8,75.0,exact
190,Warrnambool,LOCATION,18860112-8-18881661 (5 of 12).txt,No match found.,142.4851379,-38.3834722222222,VIC,0.019431066313441978,0.0016656777780212906,4,75.0,exact
191,Lake Carteronge,LOCATION,18860112-8-18881661 (5 of 12).txt,No match found.,,,None,,,0,,None
192,East Woodford,LOCATION,18860112-8-18881661 (5 of 12).txt,No match found.,,,None,,,0,,None
193,Oourt,LOCATION,18980226-821-162389589 (3 of 3).txt,No match found.,,,None,,,0,,None
194,Australia,LOCATION,18540204-821-158096337 (2 of 6).txt,No match found.,137.13828,-28.61389,Ambiguous,0.0,0.0,2,,exact
195,Warrnarnbool,LOCATION,18980226-821-162389589 (3 of 3).txt,No match found.,,,None,,,0,,None
196,Sydney,LOCATION,18971204-192-72553595 (2 of 2).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
197,Hunter River,LOCATION,18971204-192-72553595 (2 of 2).txt,No match found.,138.06660555555555,-32.61638888888889,Ambiguous,16.64914290958534,16.11868680291369,4,,exact
198,Ferry Road,LOCATION,18971204-192-72553595 (2 of 2).txt,No match found.,,,None,,,0,,None
199,Queensland,LOCATION,18971204-192-72553595 (2 of 2).txt,No match found.,121.2023,-31.02926,WA,0.0,0.0,1,100.0,exact
200,Paradise Point,LOCATION,18971204-192-72553595 (2 of 2).txt,No match found.,153.39041666666665,-27.88027770572234,QLD,0.008620879147421606,0.006053883190169982,8,50.0,exact
201,Cape L'Agulhas,LOCATION,18710610-698-164372088 (1 of 3).txt,No match found.,,,None,,,0,,None
202,Black Hill,LOCATION,18990114-1324-240975936 (2 of 3).txt,No match found.,143.675972,-33.652376274999995,Ambiguous,6.214372704072766,6.037641074545387,71,,exact
203,Geelone,LOCATION,18820310-185-200667983 (1 of 1).txt,No match found.,,,None,,,0,,None
204,America,LOCATION,18930411-398-108450042 (1 of 1).txt,No match found.,,,None,,,0,,None
205,Yarra River,LOCATION,18860906-108-62273844 (1 of 1).txt,No match found.,145.55375,-37.7640277777777,VIC,0.0,0.0,1,100.0,exact
206,SOUTH WALES,LOCATION,18590316-7-790406 (1 of 1).txt,No match found.,,,None,,,0,,None
207,Sydney,LOCATION,18590316-7-790406 (1 of 1).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
208,South Australia,LOCATION,18590316-7-790406 (1 of 1).txt,No match found.,137.305178,-32.4907365,SA,3.424218638749024,3.424218638749024,2,100.0,exact
209,Mount Barker,LOCATION,18500131-41-38445956 (1 of 1).txt,No match found.,127.17300995,-34.64287,Ambiguous,10.258885743509644,9.54499595229171,8,,exact
210,Cooroonboon,LOCATION,18641224-287-92260907 (1 of 1).txt,No match found.,144.631593,-35.1049545,NSW,0.0,0.0,1,100.0,exact
211,Warbreccan,LOCATION,18641224-287-92260907 (1 of 1).txt,No match found.,142.88333333333333,-24.8,QLD,0.22260490948609626,0.18333333333333357,5,60.0,exact
212,Bullarook Forest,LOCATION,18650325-103-63169589 (3 of 22).txt,No match found.,,,None,,,0,,None
213,Beau,LOCATION,18750126-74-52897349 (3 of 4).txt,No match found.,145.21277777777777,-31.530555555555555,NSW,0.0,0.0,1,100.0,exact
214,Torpicllen,LOCATION,18750126-74-52897349 (3 of 4).txt,No match found.,,,None,,,0,,None
215,Mount Macedon,LOCATION,18750126-74-52897349 (3 of 4).txt,No match found.,144.5843048,-37.3976388888888,VIC,0.012631696594807963,0.016110801111203443,3,100.0,exact
216,Ten Mile Creek,LOCATION,18691225-697-166807743 (1 of 2).txt,No match found.,146.29166666666666,-23.075,Ambiguous,6.076597531979995,5.185381469013163,67,,exact
217,Riverina,LOCATION,18920123-701-145529038 (1 of 5).txt,No match found.,115.8173,-33.25685,WA,2.0984653168303855,0.3933544621585014,4,75.0,exact
218,Murray Valley,LOCATION,18920123-701-145529038 (1 of 5).txt,No match found.,117.3763,-34.56212,WA,0.0,0.0,1,100.0,exact
219,Dandenong Creek,LOCATION,18920123-701-145529038 (1 of 5).txt,No match found.,145.2068024,-37.9323616,VIC,0.0,0.0,1,100.0,exact
220,Corhanwarabal Mountains,LOCATION,18920123-701-145529038 (1 of 5).txt,No match found.,,,None,,,0,,None
221,Monbolk Creek,LOCATION,18920123-701-145529038 (1 of 5).txt,No match found.,145.28902988888848,-37.9163882111111,VIC,0.0626657743380396,0.0626657743380396,2,100.0,fuzzy
222,Dandenong Creek,LOCATION,18920123-701-145529038 (1 of 5).txt,No match found.,145.2068024,-37.9323616,VIC,0.0,0.0,1,100.0,exact
223,Dandenong,LOCATION,18920123-701-145529038 (1 of 5).txt,No match found.,145.21111386111102,-37.98694484388885,VIC,0.009304578980554597,0.004731780246183072,4,100.0,exact
224,Emu Plains,LOCATION,18820106-13-11528602 (1 of 1).txt,No match found.,144.742151,-32.84013,Ambiguous,13.785987277670424,12.677225296277964,11,,exact
225,GOUL BURN,LOCATION,18950914-52-71222902 (8 of 21).txt,No match found.,149.73444444444442,-34.748333333333335,NSW,1.4418764394998296,0.03726779962499437,10,70.0,fuzzy
226,Sydney,LOCATION,18950914-52-71222902 (8 of 21).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
227,NEW SOUTH WALES,LOCATION,18840112-821-160092045 (1 of 2).txt,No match found.,147.01777777777778,-32.16166666666666,NSW,0.0,0.0,1,100.0,exact
228,Sydney,LOCATION,18840112-821-160092045 (1 of 2).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
229,Sydney,LOCATION,18840112-821-160092045 (1 of 2).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
230,Sydney,LOCATION,18840112-821-160092045 (1 of 2).txt,No match found.,151.20944444444444,-33.865,NSW,0.0026851851851835327,0.0,5,60.0,exact
231,North Coast,LOCATION,18950909-508-109878808 (1 of 8).txt,No match found.,,,None,,,0,,None
232,Phoenix,LOCATION,18950909-508-109878808 (1 of 8).txt,No match found.,138.62591833333335,-26.40931,Ambiguous,8.577560848094837,8.577560848094837,2,,exact
233,Numbugga,LOCATION,18950909-508-109878808 (1 of 8).txt,No match found.,149.73444444444442,-36.64833333333333,NSW,0.03333333333334565,0.03333333333334565,2,100.0,exact
234,Qippaland,LOCATION,18790114-185-199347171 (1 of 1).txt,No match found.,,,None,,,0,,None
235,Creek,LOCATION,18650414-35-13103165 (1 of 2).txt,No match found.,,,None,,,0,,None
236,Carpentaria,LOCATION,18650414-35-13103165 (1 of 2).txt,No match found.,140.22166666666666,-18.049861111111113,QLD,0.09091622534434832,0.09091622534434832,2,100.0,exact
237,Dunedin,LOCATION,18650414-35-13103165 (1 of 2).txt,No match found.,147.81666666666666,-29.237097,Ambiguous,12.192528713965919,2.837097,3,,exact
238,Creek,LOCATION,18730326-412-104119579 (1 of 1).txt,No match found.,,,None,,,0,,None
239,Warrnambool,LOCATION,18650414-35-13103165 (1 of 2).txt,No match found.,142.4851379,-38.3834722222222,VIC,0.019431066313441978,0.0016656777780212906,4,75.0,exact
240,Wagga,LOCATION,18730326-412-104119579 (1 of 1).txt,No match found.,147.35009141666666,-31.769350944444444,NSW,1.8112052104092018,1.8112052104092018,2,100.0,exact
241,Creek,LOCATION,18790221-582-198858338 (5 of 5).txt,No match found.,,,None,,,0,,None
242,Nerande'ra,LOCATION,18730326-412-104119579 (1 of 1).txt,No match found.,,,None,,,0,,None
243,Creek,LOCATION,18790221-582-198858338 (5 of 5).txt,No match found.,,,None,,,0,,None
244,South,LOCATION,18790131-185-199347622 (4 of 5).txt,No match found.,,,None,,,0,,None
