,0,1,2,mappify_suburb,mappify_state,mappify_location_lat,mappify_location_lon,partial ratio
3985,SMYTHESDALE,LOCATION,18630104-807-179380596 (4 of 5).txt,SMYTHESDALE,VIC,-37.6427433,143.702877,100
3988,CARNGHAM,LOCATION,18860112-8-18881661 (8 of 12).txt,CARNGHAM,VIC,-37.55977695,143.5721393,100
3991,POMBORNEIT,LOCATION,18690329-72-60448937 (1 of 2).txt,POMBORNEIT,VIC,-38.29991877,143.2813994,100
3993,GAWLER,LOCATION,18790201-1335-245311936 (1 of 1).txt,GAWLER,TAS,-41.174677,146.1648506,100
3994,MEREDITH,LOCATION,18740217-232-192286671 (1 of 1).txt,MEREDITH,VIC,-37.85990601,144.1190838,100
3995,ARARAT,LOCATION,18711007-185-197573245 (1 of 2).txt,ARARAT,VIC,-37.30897256,142.9230965,100
3996,STAWELL,LOCATION,18711007-185-197573245 (1 of 2).txt,STAWELL,VIC,-37.03717644,142.7993704,100
3997,FRANCE,LOCATION,18910314-960-198217021 (1 of 1).txt,FRANCES,SA,-36.72960118,140.947075,100
3998,ADELAIDE,LOCATION,18910314-960-198217021 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
4001,BEECHWORTH,LOCATION,18860206-326-200577400 (1 of 1).txt,BEECHWORTH,VIC,-36.34129804,146.6902532,100
4002,BEECHWORTH,LOCATION,18860206-326-200577400 (1 of 1).txt,BEECHWORTH,VIC,-36.34129804,146.6902532,100
4003,PERTH,LOCATION,18940914-1625-260149887 (1 of 2).txt,PERTH,TAS,-41.56450256,147.1841337,100
4004,YASS,LOCATION,18690102-412-104083455 (4 of 4).txt,YASS,NSW,-34.82423811,148.9088449,100
4009,MURROON,LOCATION,18810323-13-5984790 (1 of 2).txt,MURROON,VIC,-38.43121785,143.8259464,100
4010,BIRREGURRA,LOCATION,18810323-13-5984790 (1 of 2).txt,BIRREGURRA,VIC,-38.30835296,143.8040079,100
4011,DUNKELD,LOCATION,18670313-927-194469633 (1 of 1).txt,DUNKELD,QLD,-27.11267804,148.2409055,100
4012,HAMILTON,LOCATION,18670313-927-194469633 (1 of 1).txt,HAMILTON,VIC,-37.7622476,142.0785145,100
4014,SUNBURY,LOCATION,18990214-35-14200368 (1 of 1).txt,SUNBURY,VIC,-37.61067165,144.7755032,100
4016,AVOCA,LOCATION,18910223-582-199625473 (1 of 1).txt,AVOCA,QLD,-24.87872961,152.3054074,100
4017,CROYDON,LOCATION,18910223-582-199625473 (1 of 1).txt,CROYDON,NSW,-33.87661462,151.122266,100
4020,DUBBO,LOCATION,18791112-108-62028974 (1 of 1).txt,DUBBO,NSW,-32.37824209,148.6914051,100
4023,MELBOURNE,LOCATION,18940119-185-209803261 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4027,GOORNONG,LOCATION,18910216-346-88958143 (1 of 4).txt,GOORNONG,VIC,-36.62280943,144.5191222,100
4028,BLUE MOUNTAINS,LOCATION,18750213-463-103373721 (1 of 1).txt,BLUE MOUNTAIN,QLD,-21.55815551,149.0424311,100
4029,WALPOLE,LOCATION,18810125-10-8992796 (2 of 3).txt,WALPOLE,WA,-34.97931638,116.7364008,100
4032,COOLAH,LOCATION,18840112-52-71007431 (1 of 8).txt,COOLAH,NSW,-31.74117459,149.8994122,100
4033,NYNGAN,LOCATION,18840112-52-71007431 (1 of 8).txt,NYNGAN,NSW,-31.5601705,147.1855049,100
4034,SANDHURST,LOCATION,18751019-108-61912059 (1 of 1).txt,SANDHURST,VIC,-38.08599133,145.2095392,100
4035,ADELAIDE,LOCATION,18751019-108-61912059 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
4039,TATURA,LOCATION,18840103-232-262612214 (1 of 2).txt,TATURA,VIC,-36.40909601,145.2226421,100
4041,MICHELAGO,LOCATION,18840418-436-254370803 (1 of 1).txt,MICHELAGO,NSW,-35.7234353,149.1808374,100
4044,WAGIN,LOCATION,18950306-1606-260522570 (1 of 1).txt,WAGIN,WA,-33.28667447,117.4089598,100
4048,MELBOURNE,LOCATION,18671231-13-5787249 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4050,KINGSTON,LOCATION,18770115-41-40780394 (1 of 3).txt,KINGSTON,QLD,-27.66052291,153.1176323,100
4051,ADELAIDE,LOCATION,18770115-41-40780394 (1 of 3).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
4052,FLINDERS,LOCATION,18891112-16-3503832 (1 of 1).txt,FLINDERS,VIC,-38.44804027,144.9802562,100
4053,NEWSTEAD,LOCATION,18750202-582-197547855 (1 of 3).txt,NEWSTEAD,TAS,-41.44460924,147.1631119,100
4054,NEWSTEAD,LOCATION,18750202-582-197547855 (1 of 3).txt,NEWSTEAD,TAS,-41.44460924,147.1631119,100
4057,ADELAIDE,LOCATION,18801229-966-197749383 (2 of 2).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
4060,YASS,LOCATION,18680108-366-101476335 (3 of 5).txt,YASS,NSW,-34.82423811,148.9088449,100
4061,GLENLYON,LOCATION,18790130-582-198856381 (1 of 1).txt,GLENLYON,QLD,-28.99401646,151.4739482,100
4062,TOWNSVILLE,LOCATION,18991006-41-54843134 (1 of 1).txt,BROWNSVILLE,NSW,-34.48192685,150.8062152,90
4065,JINDALEE,LOCATION,18840104-436-254367490 (1 of 4).txt,JINDALEE,WA,-31.64896584,115.6955228,100
4066,ADELAIDE,LOCATION,18990428-714-148075577 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
4067,TUNGKILLO,LOCATION,18990428-714-148075577 (1 of 1).txt,TUNGKILLO,SA,-34.80656768,139.0551715,100
4069,BEECHWORTH,LOCATION,18700115-8-18742729 (1 of 1).txt,BEECHWORTH,VIC,-36.34129804,146.6902532,100
4070,GLENCOE,LOCATION,18700115-8-18742729 (1 of 1).txt,GLENCOE,SA,-37.69714054,140.622931,100
4071,MELBOURNE,LOCATION,18790222-326-199690319 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4072,MELBOURNE,LOCATION,18790222-326-199690319 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4073,MELBOURNE,LOCATION,18790228-232-232167040 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4075,GAWLER,LOCATION,18790228-232-232167040 (1 of 1).txt,GAWLER,TAS,-41.174677,146.1648506,100
4076,SOMERTON,LOCATION,18790228-232-232167040 (1 of 1).txt,SOMERTON,VIC,-37.64127867,144.9369651,100
4078,ADELAIDE,LOCATION,18790228-232-232167040 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
4079,DUBLIN,LOCATION,18821104-821-160163346 (1 of 1).txt,DUBLIN,SA,-34.44989984,138.3951084,100
4081,WHROO,LOCATION,18561229-13-7142317 (1 of 2).txt,WHROO,VIC,-36.63915755,145.0771172,100
4082,CHEWTON,LOCATION,18650323-13-5746104 (1 of 2).txt,CHEWTON,VIC,-37.10655654,144.2528999,100
4083,BROADFORD,LOCATION,18561229-13-7142317 (1 of 2).txt,BROADFORD,VIC,-37.18574474,145.014878,100
4084,LONGWOOD,LOCATION,18561229-13-7142317 (1 of 2).txt,LONGWOOD,SA,-35.03620036,138.7284398,100
4087,ADELAIDE,LOCATION,18830130-582-200415681 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
4090,SANDHURST,LOCATION,18620123-326-112899777 (1 of 1).txt,SANDHURST,VIC,-38.08599133,145.2095392,100
4091,MARYBOROUGH,LOCATION,18620123-326-112899777 (1 of 1).txt,MARYBOROUGH,VIC,-37.01051733,143.7563917,100
4092,LITTLE RIVER,LOCATION,18620123-326-112899777 (1 of 1).txt,LITTLE RIVER,VIC,-37.96214019,144.5112793,100
4093,BELFORD,LOCATION,18750119-8-18791257 (3 of 4).txt,BELFORD,NSW,-32.65587319,151.2818698,100
4094,SUGARLOAF,LOCATION,18750119-8-18791257 (3 of 4).txt,SUGARLOAF,QLD,-28.70296231,152.0625514,100
4095,MOUNT VINCENT,LOCATION,18750119-8-18791257 (3 of 4).txt,MOUNT VINCENT,NSW,-32.91341639,151.4844967,100
4101,ADELAIDE,LOCATION,18880210-436-254577119 (1 of 2).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
4104,MELBOURNE,LOCATION,18820201-185-200665836 (3 of 3).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4105,LOGAN,LOCATION,18820201-185-200665836 (3 of 3).txt,LOGAN,VIC,-36.65276695,143.4529527,100
4106,LANCEFIELD,LOCATION,18820201-185-200665836 (3 of 3).txt,LANCEFIELD,VIC,-37.28646525,144.7802809,100
4107,EUROA,LOCATION,18920209-13-8399431 (4 of 4).txt,EUROA,VIC,-36.82291079,145.5677849,100
4108,EUROA,LOCATION,18920209-13-8399431 (4 of 4).txt,EUROA,VIC,-36.82291079,145.5677849,100
4110,ALBANY,LOCATION,18910121-180-67200733 (1 of 1).txt,ALBANY,WA,-35.02040905,117.8823542,100
4113,LISMORE,LOCATION,18901230-275-77421969 (1 of 2).txt,LISMORE,VIC,-37.98092293,143.3228212,100
4114,MOLONG,LOCATION,18901230-275-77421969 (1 of 2).txt,MOLONG,NSW,-33.09581659,148.8696276,100
4115,DARGO,LOCATION,18890109-108-62242953 (1 of 2).txt,DARGO,VIC,-37.53235805,147.2188127,100
4116,DARGO,LOCATION,18890109-108-62242953 (1 of 2).txt,DARGO,VIC,-37.53235805,147.2188127,100
4117,DARGO,LOCATION,18890109-108-62242953 (1 of 2).txt,DARGO,VIC,-37.53235805,147.2188127,100
4119,MYAMYN,LOCATION,18750130-319-197935178 (16 of 21).txt,MYAMYN,VIC,-37.99656945,141.7376239,100
4120,VICTORIA VALLEY,LOCATION,18750130-319-197935178 (16 of 21).txt,VICTORIA VALLEY,VIC,-37.44223071,142.3752261,100
4121,MUNTHAM,LOCATION,18750130-319-197935178 (16 of 21).txt,MUNTHAM,VIC,-37.569318,141.5385657,100
4122,MELBOURNE,LOCATION,18980129-231-73248058 (1 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4127,EGYPT,LOCATION,18941117-192-66445261 (1 of 1).txt,EGYPT,QLD,-27.69053839,152.1060379,100
4128,DERRINAL,LOCATION,18980203-239-91926374 (2 of 2).txt,DERRINAL,VIC,-36.86835075,144.6288817,100
4129,MELBOURNE,LOCATION,18650325-103-63169589 (1 of 22).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4131,BUCKLAND,LOCATION,18630110-319-197290636 (4 of 21).txt,BUCKLAND,QLD,-24.51798909,147.7493236,100
4136,YORK,LOCATION,18920130-734-148590203 (1 of 1).txt,YORK,WA,-31.87259029,116.7833291,100
4137,PERTH,LOCATION,18920130-734-148590203 (1 of 1).txt,PERTH,TAS,-41.56450256,147.1841337,100
4139,LITTLE RIVER,LOCATION,18570321-364-118310275 (2 of 2).txt,LITTLE RIVER,VIC,-37.96214019,144.5112793,100
4142,SANDHURST,LOCATION,18860112-8-18881661 (7 of 12).txt,SANDHURST,VIC,-38.08599133,145.2095392,100
4143,GOORNONG,LOCATION,18860112-8-18881661 (7 of 12).txt,GOORNONG,VIC,-36.62280943,144.5191222,100
4147,BENDIGO,LOCATION,18921229-346-88607689 (2 of 10).txt,BENDIGO,VIC,-36.76552472,144.280931,100
4149,ALBANY,LOCATION,18740211-180-65963760 (1 of 1).txt,ALBANY,WA,-35.02040905,117.8823542,100
4150,DENISON,LOCATION,18711230-1605-258898131 (1 of 4).txt,DENISON,VIC,-38.06737448,146.8121371,100
4151,BELLTREES,LOCATION,18711230-1605-258898131 (1 of 4).txt,BELLTREES,NSW,-32.00198841,151.1089627,100
4152,BERRIGAN,LOCATION,18871209-436-254572493 (1 of 2).txt,BERRIGAN,NSW,-35.76684459,145.7515576,100
4155,RICHMOND,LOCATION,18651021-1354-247263866 (1 of 2).txt,RICHMOND,SA,-34.94201162,138.5672635,100
4156,SINGLETON,LOCATION,18651021-1354-247263866 (1 of 2).txt,SINGLETON,WA,-32.44584624,115.7571718,100
4158,FINGAL,LOCATION,18651021-1354-247263866 (1 of 2).txt,FINGAL,TAS,-41.68826699,147.9953561,100
4159,COWRA,LOCATION,18931223-52-71193207 (2 of 19).txt,COWRA,NSW,-33.83208066,148.6610691,100
4160,COROWA,LOCATION,18931223-52-71193207 (2 of 19).txt,COROWA,NSW,-35.97347729,146.3468727,100
4161,TUPPAL,LOCATION,18931223-52-71193207 (2 of 19).txt,TUPPAL,NSW,-35.6882986,145.3933993,100
4162,MOUNT DORAU,LOCATION,18790303-558-150426074 (1 of 3).txt,MOUNT DORAN,VIC,-37.72170693,144.0410598,91
4163,POMBORNEIT,LOCATION,18690322-72-60450055 (1 of 2).txt,POMBORNEIT,VIC,-38.29991877,143.2813994,100
4165,ADELAIDE,LOCATION,18980113-185-215788078 (1 of 5).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
4167,BOURKE,LOCATION,18991204-367-102221924 (2 of 2).txt,BOURKE,NSW,-30.03547436,145.8974338,100
4168,HAMILTON,LOCATION,18991204-367-102221924 (2 of 2).txt,HAMILTON,VIC,-37.7622476,142.0785145,100
4170,ADELAIDE,LOCATION,18760212-436-257948030 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
4171,WODONGA,LOCATION,18760212-436-257948030 (1 of 1).txt,WODONGA,VIC,-36.11402495,146.8943462,100
4176,TARCUTTA,LOCATION,18881211-413-101951396 (3 of 3).txt,TARCUTTA,NSW,-35.2260459,147.7583005,100
4179,BOWNA,LOCATION,18840321-436-254369969 (1 of 1).txt,BOWNA,NSW,-35.94018157,147.0855489,100
4182,SANDHURST,LOCATION,18670105-319-196633480 (1 of 1).txt,SANDHURST,VIC,-38.08599133,145.2095392,100
4183,ADELAIDE,LOCATION,18670105-319-196633480 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
4185,DUBBO,LOCATION,18881030-35-13701634 (1 of 5).txt,DUBBO,NSW,-32.37824209,148.6914051,100
4187,STURT,LOCATION,18860106-185-206305822 (1 of 3).txt,STURT,SA,-35.01839597,138.5505765,100
4192,ADELAIDE,LOCATION,18701231-170-67114389 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
4193,COBAR,LOCATION,18910131-621-220473700 (2 of 3).txt,COBAR,NSW,-31.52750481,145.85632,100
4194,HOMEBUSH,LOCATION,18910131-621-220473700 (2 of 3).txt,HOMEBUSH,QLD,-21.28566507,149.0573732,100
4196,WOODEND,LOCATION,18860106-346-88538002 (4 of 4).txt,WOODEND,QLD,-27.59871257,152.7516739,100
4197,MOLONG,LOCATION,18941116-1297-236120051 (1 of 2).txt,MOLONG,NSW,-33.09581659,148.8696276,100
4198,MACEDON,LOCATION,18850212-41-44546300 (1 of 1).txt,MACEDON,VIC,-37.44498996,144.5824465,100
4199,MELBOURNE,LOCATION,18850212-41-44546300 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4201,ADELAIDE,LOCATION,18800206-582-200264628 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
4203,SMYTHESDALE,LOCATION,18630102-13-6482312 (2 of 5).txt,SMYTHESDALE,VIC,-37.6427433,143.702877,100
4205,MORPETH,LOCATION,18680104-366-101476736 (5 of 6).txt,MORPETH,NSW,-32.72574078,151.6192805,100
4207,PYALONG,LOCATION,18630112-13-6482586 (1 of 2).txt,PYALONG,VIC,-37.14203611,144.9026345,100
4208,YORK,LOCATION,18920211-1086-211974158 (1 of 1).txt,YORK,WA,-31.87259029,116.7833291,100
4211,ELDORADO,LOCATION,18660112-13-5781419 (1 of 1).txt,ELDORADO,VIC,-36.31388939,146.507104,100
4213,ADELAIDE,LOCATION,18811117-373-96892644 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
4214,ECHUCA,LOCATION,18860202-731-146768728 (1 of 1).txt,ECHUCA,VIC,-36.18245189,144.7112403,100
4222,BURRAGA,LOCATION,18990320-367-102221750 (1 of 1).txt,BURRAGA,NSW,-33.94002525,149.4841992,100
4223,MIDDLESEX,LOCATION,18990320-367-102221750 (1 of 1).txt,MIDDLESEX,WA,-34.32334149,116.1625638,100
4226,BURRA,LOCATION,18600319-13-5679116 (1 of 1).txt,BURRA,SA,-33.83235173,138.9588649,100
4231,BENGWORDEN,LOCATION,18980103-108-62372899 (1 of 1).txt,BENGWORDEN,VIC,-37.94201856,147.5287514,100
4233,YASS,LOCATION,18510305-67-60033115 (1 of 2).txt,YASS,NSW,-34.82423811,148.9088449,100
4234,MUCKLEFORD,LOCATION,18770421-621-221765929 (1 of 1).txt,MUCKLEFORD,VIC,-37.04274745,144.1888357,100
4236,MELBOURNE,LOCATION,18930213-30-3045207 (3 of 3).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4237,MARONG,LOCATION,18930213-30-3045207 (3 of 3).txt,MARONG,VIC,-36.72300204,144.1364306,100
4238,DIAMOND CREEK,LOCATION,18930213-30-3045207 (3 of 3).txt,DIAMOND CREEK,VIC,-37.6805522,145.122711,100
4239,DIAMOND CREEK,LOCATION,18930213-30-3045207 (3 of 3).txt,DIAMOND CREEK,VIC,-37.6805522,145.122711,100
4240,WARREN,LOCATION,18960107-1093-209054968 (1 of 1).txt,WARREN,NSW,-31.69265177,147.7953162,100
4241,BODALLA,LOCATION,18960107-1093-209054968 (1 of 1).txt,BODALLA,NSW,-36.11153006,150.0404497,100
4242,RICHMOND,LOCATION,18960107-1093-209054968 (1 of 1).txt,RICHMOND,SA,-34.94201162,138.5672635,100
4243,CLIFTON,LOCATION,18960107-1093-209054968 (1 of 1).txt,CLIFTON,QLD,-27.94821758,151.9381794,100
4244,ADELAIDE,LOCATION,18980208-53-44205960 (6 of 6).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
4246,NELSON,LOCATION,18980208-53-44205960 (6 of 6).txt,NELSON,NSW,-33.64913881,150.9185107,100
4247,MELBOURNE,LOCATION,18980113-239-91925936 (2 of 3).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4248,BOORT,LOCATION,18980113-239-91925936 (2 of 3).txt,BOORT,VIC,-36.12412572,143.7096945,100
4249,MELBOURNE,LOCATION,18980113-239-91925936 (2 of 3).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4251,SLAT CREEK,LOCATION,18780305-241-94717966 (3 of 4).txt,SLATY CREEK,VIC,-36.53368189,143.2889713,90
4253,SANDHURST,LOCATION,18860119-225-72953876 (1 of 1).txt,SANDHURST,VIC,-38.08599133,145.2095392,100
4257,DUBLIN,LOCATION,18690303-809-177007886 (1 of 1).txt,DUBLIN,SA,-34.44989984,138.3951084,100
4258,NORWOOD,LOCATION,18671221-287-91262150 (1 of 1).txt,NORWOOD,TAS,-41.45439244,147.1742707,100
4261,MELBOURNE,LOCATION,18850919-42-19800520 (1 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4262,WINDSOR,LOCATION,18850919-42-19800520 (1 of 2).txt,WINDSOR,SA,-34.43202712,138.3667316,100
4263,TARADALE,LOCATION,18650301-13-5739044 (1 of 12).txt,TARADALE,NSW,-35.66639414,147.9528403,100
4264,TARADALE,LOCATION,18650301-13-5739044 (1 of 12).txt,TARADALE,NSW,-35.66639414,147.9528403,100
4265,MONTROSE,LOCATION,18990318-464-111078230 (1 of 1).txt,MONTROSE,QLD,-27.04206419,150.6502844,100
4266,MELBOURNE,LOCATION,18820221-326-200456227 (1 of 3).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4269,HAMILTON,LOCATION,18560407-13-4834863 (1 of 1).txt,HAMILTON,VIC,-37.7622476,142.0785145,100
4271,MELBOURNE,LOCATION,18820211-49-60620068 (2 of 6).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4272,LANCEFIELD,LOCATION,18820211-49-60620068 (2 of 6).txt,LANCEFIELD,VIC,-37.28646525,144.7802809,100
4273,LANCEFIELD,LOCATION,18820211-49-60620068 (2 of 6).txt,LANCEFIELD,VIC,-37.28646525,144.7802809,100
4274,LANCEFIELD,LOCATION,18820211-49-60620068 (2 of 6).txt,LANCEFIELD,VIC,-37.28646525,144.7802809,100
4275,KADINA,LOCATION,18731231-406-110365634 (1 of 1).txt,KADINA,SA,-33.9460995,137.7179903,100
4276,PORT AUGUSTA,LOCATION,18731231-406-110365634 (1 of 1).txt,PORT AUGUSTA,SA,-32.51231084,137.8012889,100
4278,ALBION,LOCATION,18960115-185-203769064 (3 of 3).txt,ALBION,QLD,-27.43019253,153.0413161,100
4280,COBAR,LOCATION,18890202-326-199668301 (1 of 1).txt,COBAR,NSW,-31.52750481,145.85632,100
4287,MELBOURNE,LOCATION,18770406-35-13388982 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4288,MELBOURNE,LOCATION,18770406-35-13388982 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4289,FAIRFIELD,LOCATION,18770217-52-70598992 (1 of 1).txt,FAIRFIELD,QLD,-27.50672928,153.0253778,100
4293,AVOCA,LOCATION,18870202-180-66082090 (2 of 2).txt,AVOCA,QLD,-24.87872961,152.3054074,100
4295,HOMEBUSH,LOCATION,18870202-180-66082090 (2 of 2).txt,HOMEBUSH,QLD,-21.28566507,149.0573732,100
4296,ECHUCA,LOCATION,18870202-180-66082090 (2 of 2).txt,ECHUCA,VIC,-36.18245189,144.7112403,100
4297,MARYBOROUGH,LOCATION,18870202-180-66082090 (2 of 2).txt,MARYBOROUGH,VIC,-37.01051733,143.7563917,100
4298,RICHMOND,LOCATION,18870202-180-66082090 (2 of 2).txt,RICHMOND,SA,-34.94201162,138.5672635,100
4299,SANDHURST,LOCATION,18870202-180-66082090 (2 of 2).txt,SANDHURST,VIC,-38.08599133,145.2095392,100
4302,NEWNHAM,LOCATION,18910106-185-204143191 (2 of 2).txt,NEWNHAM,TAS,-41.40040167,147.1258851,100
4303,AVENEL,LOCATION,18910106-185-204143191 (2 of 2).txt,AVENEL,VIC,-36.874324,145.2524144,100
4304,BAILLIESTON,LOCATION,18910106-185-204143191 (2 of 2).txt,GILLIESTON,VIC,-36.32379793,145.1867284,90
4308,LIVERPOOL,LOCATION,18880320-356-134048357 (2 of 2).txt,LIVERPOOL,NSW,-33.93365749,150.9056878,100
4309,ASHFIELD,LOCATION,18880320-356-134048357 (2 of 2).txt,ASHFIELD,QLD,-24.86682642,152.4078484,100
4311,ARALUEN,LOCATION,18960114-35-14033182 (1 of 14).txt,ARALUEN,NSW,-35.6414263,149.8142044,100
4313,YORK,LOCATION,18770124-180-66303565 (1 of 1).txt,YORK,WA,-31.87259029,116.7833291,100
4314,TOODYAY,LOCATION,18770124-180-66303565 (1 of 1).txt,TOODYAY,WA,-31.60582478,116.4479317,100
4315,PERTH,LOCATION,18770124-180-66303565 (1 of 1).txt,PERTH,TAS,-41.56450256,147.1841337,100
4321,TOODYAY,LOCATION,18910305-1086-211681240 (1 of 1).txt,TOODYAY,WA,-31.60582478,116.4479317,100
4328,MELBOURNE,LOCATION,18700301-8-18743755 (1 of 3).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4330,MELBOURNE,LOCATION,18700301-8-18743755 (1 of 3).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4335,MONBULK,LOCATION,18980304-243-258342343 (1 of 3).txt,MONBULK,VIC,-37.88188473,145.3929147,100
4336,MELBOURNE,LOCATION,18560222-484-112486431 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4337,MELBOURNE,LOCATION,18560222-484-112486431 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4338,MELBOURNE,LOCATION,18560222-484-112486431 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4339,MELBOURNE,LOCATION,18560222-484-112486431 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4341,MELBOURNE,LOCATION,18650309-10-8831535 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4343,SANDHURST,LOCATION,18650309-10-8831535 (1 of 1).txt,SANDHURST,VIC,-38.08599133,145.2095392,100
4348,LITTLE RIVER,LOCATION,18650114-460-138037399 (3 of 4).txt,LITTLE RIVER,VIC,-37.96214019,144.5112793,100
4350,ADELAIDE,LOCATION,18750123-821-159451862 (1 of 3).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
4351,YORK,LOCATION,18750123-821-159451862 (1 of 3).txt,YORK,WA,-31.87259029,116.7833291,100
4352,CLARENDON,LOCATION,18750123-821-159451862 (1 of 3).txt,CLARENDON,QLD,-27.4445299,152.5515778,100
4353,MELBOURNE,LOCATION,18750123-821-159451862 (1 of 3).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4354,ADELAIDE,LOCATION,18750123-821-159451862 (1 of 3).txt,ADELAIDE,SA,-34.92373985,138.6038839,100
4355,PORT ALBERT,LOCATION,18750123-821-159451862 (1 of 3).txt,PORT ALBERT,VIC,-38.65290554,146.6969286,100
4357,PADDINGTON,LOCATION,18881030-35-13701634 (5 of 5).txt,PADDINGTON,NSW,-33.88655188,151.2344553,100
4358,BRIAGOLONG,LOCATION,18881210-108-62242681 (2 of 3).txt,BRIAGOLONG,VIC,-37.89689585,147.0717392,100
4359,DARGO,LOCATION,18881210-108-62242681 (2 of 3).txt,DARGO,VIC,-37.53235805,147.2188127,100
4360,BRIAGOLONG,LOCATION,18881210-108-62242681 (2 of 3).txt,BRIAGOLONG,VIC,-37.89689585,147.0717392,100
4363,BOWRAL,LOCATION,18910110-698-163657874 (2 of 12).txt,BOWRAL,NSW,-34.48395124,150.4316378,100
4366,YASS,LOCATION,18910110-698-163657874 (2 of 12).txt,YASS,NSW,-34.82423811,148.9088449,100
4368,DUBBO,LOCATION,18910110-698-163657874 (2 of 12).txt,DUBBO,NSW,-32.37824209,148.6914051,100
4371,MYALL CREEK,LOCATION,18910110-698-163657874 (2 of 12).txt,MYALL CREEK,NSW,-29.77122578,150.6878469,100
4372,WINDSOR,LOCATION,18910106-1297-235892267 (13 of 14).txt,WINDSOR,SA,-34.43202712,138.3667316,100
4373,WINDSOR,LOCATION,18910106-1297-235892267 (13 of 14).txt,WINDSOR,SA,-34.43202712,138.3667316,100
4374,RICHMOND,LOCATION,18910106-1297-235892267 (13 of 14).txt,RICHMOND,SA,-34.94201162,138.5672635,100
4376,NEWSTEAD,LOCATION,18571228-13-7144105 (1 of 6).txt,NEWSTEAD,TAS,-41.44460924,147.1631119,100
4379,GISBORNE,LOCATION,18740217-1324-240916389 (1 of 1).txt,GISBORNE,VIC,-37.51430539,144.5863114,100
4380,BURNSIDE,LOCATION,18740217-1324-240916389 (1 of 1).txt,BURNSIDE,QLD,-26.62470316,152.9197729,100
4382,BALLAN,LOCATION,18950306-367-100447857 (1 of 1).txt,BALLAN,VIC,-37.587273,144.237012,100
4383,MELBOURNE,LOCATION,18950306-367-100447857 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4384,LITTLE RIVER,LOCATION,18760313-35-13369161 (2 of 2).txt,LITTLE RIVER,VIC,-37.96214019,144.5112793,100
4386,MELBOURNE,LOCATION,18630103-319-197289044 (2 of 5).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4387,CAPE OTWAY,LOCATION,18860106-7-36320421 (1 of 2).txt,CAPE OTWAY,VIC,-38.83503627,143.5302245,100
4388,MELBOURNE,LOCATION,18860106-7-36320421 (1 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100
4389,BALLAN,LOCATION,18750125-809-202134431 (8 of 9).txt,BALLAN,VIC,-37.587273,144.237012,100
