0,1,2,mappify_buildingName,mappify_numberFirst,mappify_numberFirstPrefix,mappify_numberFirstSuffix,mappify_numberLast,mappify_numberLastPrefix,mappify_numberLastSuffix,mappify_streetName,mappify_streetType,mappify_streetSuffixCode,mappify_suburb,mappify_state,mappify_postCode,mappify_location_lat,mappify_location_lon,mappify_streetAddress
HOBART,LOCATION,18950206-10-9329479 (1 of 7).txt,null,190,null,null,null,null,null,MOZART,ROAD,null,MOZART,NSW,2787,-33.81371456,149.8605201,"190 MOZART ROAD, MOZART NSW 2787"
Cowra,LOCATION,18720106-698-162667605 (5 of 5).txt,null,null,null,null,null,null,null,COWRA,ROAD,null,COWRA,NSW,2794,-33.83208066,148.6610691,"COWRA ROAD, COWRA NSW 2794"
Tocal,LOCATION,18970227-493-126322656 (1 of 3).txt,null,880,null,null,null,null,null,TOCAL,ROAD,null,TOCAL,NSW,2421,-32.62833271,151.5942179,"880 TOCAL ROAD, TOCAL NSW 2421"
Mouiit Franklin,LOCATION,18750130-582-197551535 (2 of 3).txt,null,2,null,null,null,null,null,MOUNT FRANKLIN,ROAD,null,MOUNT FRANKLIN,VIC,3461,-37.26539288,144.1404261,"2 MOUNT FRANKLIN ROAD, MOUNT FRANKLIN VIC 3461"
Albury,LOCATION,18981021-436-99970030 (2 of 2).txt,null,null,null,null,null,null,null,AUBURN,ROAD,null,AUBURN,QLD,4413,-26.13030279,150.6517194,"AUBURN ROAD, AUBURN QLD 4413"
Lancefield,LOCATION,18820201-77-52057218 (2 of 2).txt,ALLANWOOD,1731,null,null,null,null,null,KILMORE-LANCEFIELD,ROAD,null,LANCEFIELD,VIC,3435,-37.28646525,144.7802809,"ALLANWOOD, 1731 KILMORE-LANCEFIELD ROAD, LANCEFIELD VIC 3435"
Lancefield,LOCATION,18820201-77-52057218 (2 of 2).txt,ALLANWOOD,1731,null,null,null,null,null,KILMORE-LANCEFIELD,ROAD,null,LANCEFIELD,VIC,3435,-37.28646525,144.7802809,"ALLANWOOD, 1731 KILMORE-LANCEFIELD ROAD, LANCEFIELD VIC 3435"
Kyneton,LOCATION,18820201-77-52057218 (2 of 2).txt,null,null,null,null,null,null,null,KEYNETON,ROAD,null,KEYNETON,SA,5353,-34.6205037,139.1051959,"KEYNETON ROAD, KEYNETON SA 5353"
Daylesford,LOCATION,18820201-77-52057218 (2 of 2).txt,null,null,null,null,null,null,null,DALYSFORD,ROAD,null,DALYSFORD,QLD,4671,-25.03210932,151.8804799,"DALYSFORD ROAD, DALYSFORD QLD 4671"
Elwick,LOCATION,18900215-952-200350656 (1 of 1).txt,null,null,null,null,null,null,null,HOWICK,ROAD,null,HOWICK,WA,6450,-33.72485756,122.7516777,"HOWICK ROAD, HOWICK WA 6450"
Zeehan,LOCATION,18900215-952-200350656 (1 of 1).txt,null,3095,null,null,null,null,null,ZEEHAN,HIGHWAY,null,ZEEHAN,TAS,7469,-41.89137733,145.3514743,"3095 ZEEHAN HIGHWAY, ZEEHAN TAS 7469"
London,LOCATION,18900215-952-200350656 (1 of 1).txt,null,null,null,null,null,null,null,FINDON,ROAD,null,FINDON,SA,5023,-34.90336679,138.5314217,"FINDON ROAD, FINDON SA 5023"
Cape,LOCATION,18900215-952-200350656 (1 of 1).txt,COPE SPRINGS PARK,1138,null,null,null,null,null,COPE,ROAD,null,COPE,NSW,2852,-32.29757807,149.6336624,"COPE SPRINGS PARK, 1138 COPE ROAD, COPE NSW 2852"
London,LOCATION,18900215-952-200350656 (1 of 1).txt,null,null,null,null,null,null,null,FINDON,ROAD,null,FINDON,SA,5023,-34.90336679,138.5314217,"FINDON ROAD, FINDON SA 5023"
Inglewood,LOCATION,18761024-756-204038285 (1 of 1).txt,null,6,null,null,null,null,null,INGLEWOOD,LANE,null,INGLEWOOD,WA,6052,-31.92163145,115.8843477,"6 INGLEWOOD LANE, INGLEWOOD WA 6052"
Berrigap,LOCATION,18871217-326-198652975 (4 of 4).txt,KIETA,1583,null,null,null,null,null,BERRIGAN,ROAD,null,BERRIGAN,NSW,2712,-35.76684459,145.7515576,"KIETA, 1583 BERRIGAN ROAD, BERRIGAN NSW 2712"
Balmoral,LOCATION,18941124-567-225865175 (2 of 2).txt,null,881,null,null,null,null,null,HARROW-BALMORAL,ROAD,null,BALMORAL,VIC,3407,-37.24482851,141.7267961,"881 HARROW-BALMORAL ROAD, BALMORAL VIC 3407"
Brighton,LOCATION,18771110-366-100878420 (1 of 1).txt,null,null,null,null,null,null,null,BRIGHTON,ROAD,null,BRIGHTON,SA,5048,-35.01643158,138.5236609,"BRIGHTON ROAD, BRIGHTON SA 5048"
St. Kildi,LOCATION,18771110-366-100878420 (1 of 1).txt,null,null,null,null,null,null,null,ST KILDA,ROAD,null,ST KILDA,SA,5110,-34.74494403,138.5535092,"ST KILDA ROAD, ST KILDA SA 5110"
Melbourne,LOCATION,18771110-366-100878420 (1 of 1).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Adeluido,LOCATION,18771110-366-100878420 (1 of 1).txt,null,149,null,null,null,null,null,ADELAIDE,ARCADE,null,ADELAIDE,SA,5000,-34.92373985,138.6038839,"149 ADELAIDE ARCADE, ADELAIDE SA 5000"
Orange,LOCATION,18771110-366-100878420 (1 of 1).txt,null,555,null,null,null,null,null,GRANGE,ROAD,null,GRANGE,SA,5022,-34.90651166,138.5054096,"555 GRANGE ROAD, GRANGE SA 5022"
Norway,LOCATION,18920220-346-89014861 (1 of 1).txt,null,200,null,null,null,null,null,MOUNT NORWAY,ROAD,null,NORWAY,NSW,2787,-33.76216182,149.8225688,"200 MOUNT NORWAY ROAD, NORWAY NSW 2787"
England,LOCATION,18620403-8-18687495 (1 of 1).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
Bodalla,LOCATION,18960111-291-87306619 (2 of 7).txt,null,null,null,null,null,null,null,BODALLA PARK,DRIVE,null,BODALLA,NSW,2545,-36.11153006,150.0404497,"BODALLA PARK DRIVE, BODALLA NSW 2545"
Warren,LOCATION,18960111-291-87306619 (2 of 7).txt,COOLDOONE,7116,null,null,null,null,null,OLD WARREN,ROAD,null,WARREN,NSW,2824,-31.69265177,147.7953162,"COOLDOONE, 7116 OLD WARREN ROAD, WARREN NSW 2824"
Richmond,LOCATION,18960111-291-87306619 (2 of 7).txt,null,149,null,null,null,null,null,RICHMOND,ROAD,null,RICHMOND,SA,5033,-34.94201162,138.5672635,"149 RICHMOND ROAD, RICHMOND SA 5033"
Clifton,LOCATION,18960111-291-87306619 (2 of 7).txt,null,null,null,null,null,null,null,CLIFTON ALLORA,ROAD,null,CLIFTON,QLD,4361,-27.94821758,151.9381794,"CLIFTON ALLORA ROAD, CLIFTON QLD 4361"
Grafton,LOCATION,18960111-291-87306619 (2 of 7).txt,null,18,null,null,null,null,null,GRANTON HEIGHTS,ROAD,null,GRANTON,TAS,7030,-42.76587796,147.2196843,"18 GRANTON HEIGHTS ROAD, GRANTON TAS 7030"
Adelaide,LOCATION,18671228-35-28608545 (1 of 1).txt,null,149,null,null,null,null,null,ADELAIDE,ARCADE,null,ADELAIDE,SA,5000,-34.92373985,138.6038839,"149 ADELAIDE ARCADE, ADELAIDE SA 5000"
Melbourne,LOCATION,18820223-10-9006230 (1 of 1).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Portland,LOCATION,18650405-13-5735474 (1 of 2).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
Jordan,LOCATION,18650405-13-5735474 (1 of 2).txt,null,540,null,null,null,null,null,MARDAN,ROAD,null,MARDAN,VIC,3953,-38.47970174,146.1004637,"540 MARDAN ROAD, MARDAN VIC 3953"
England,LOCATION,18650405-13-5735474 (1 of 2).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
MELBOURNE,LOCATION,18650306-582-207000600 (1 of 1).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
St Hilda,LOCATION,18650306-582-207000600 (1 of 1).txt,null,null,null,null,null,null,null,ST KILDA,ROAD,null,ST KILDA,SA,5110,-34.74494403,138.5535092,"ST KILDA ROAD, ST KILDA SA 5110"
Beechworth,LOCATION,18700305-170-65985925 (2 of 2).txt,null,243,null,null,null,null,null,BEECHWORTH-WODONGA,ROAD,null,BEECHWORTH,VIC,3747,-36.34129804,146.6902532,"243 BEECHWORTH-WODONGA ROAD, BEECHWORTH VIC 3747"
Colac,LOCATION,18700305-170-65985925 (2 of 2).txt,null,250,null,null,null,null,null,COOLAC,ROAD,null,COOLAC,NSW,2727,-34.94483834,148.1698419,"250 COOLAC ROAD, COOLAC NSW 2727"
Colac,LOCATION,18700305-170-65985925 (2 of 2).txt,null,250,null,null,null,null,null,COOLAC,ROAD,null,COOLAC,NSW,2727,-34.94483834,148.1698419,"250 COOLAC ROAD, COOLAC NSW 2727"
Vaudoit,LOCATION,18700305-170-65985925 (2 of 2).txt,null,152,null,null,null,null,null,YANDOIT CREEK,ROAD,null,YANDOIT,VIC,3461,-37.2054136,144.0813965,"152 YANDOIT CREEK ROAD, YANDOIT VIC 3461"
Vandoit,LOCATION,18700305-170-65985925 (2 of 2).txt,null,152,null,null,null,null,null,YANDOIT CREEK,ROAD,null,YANDOIT,VIC,3461,-37.2054136,144.0813965,"152 YANDOIT CREEK ROAD, YANDOIT VIC 3461"
Neerim North,LOCATION,18990320-13-9513168 (1 of 2).txt,null,235,null,null,null,null,null,NEERIM NORTH,ROAD,null,NEERIM NORTH,VIC,3832,-37.91955926,145.9909102,"235 NEERIM NORTH ROAD, NEERIM NORTH VIC 3832"
Ilomebush,LOCATION,18680104-366-101476735 (1 of 1).txt,null,null,null,null,null,null,null,HOMEBUSH,ROAD,null,HOMEBUSH,QLD,4740,-21.28566507,149.0573732,"HOMEBUSH ROAD, HOMEBUSH QLD 4740"
Liverpool,LOCATION,18680104-366-101476735 (1 of 1).txt,null,54,null,null,null,null,null,LIVERPOOL,STREET,null,LIVERPOOL,NSW,2170,-33.93365749,150.9056878,"54 LIVERPOOL STREET, LIVERPOOL NSW 2170"
Korumburra,LOCATION,18930210-356-135999854 (2 of 2).txt,null,150,null,null,null,null,null,KORUMBURRA-BENA,ROAD,null,KORUMBURRA,VIC,3950,-38.41565421,145.7948012,"150 KORUMBURRA-BENA ROAD, KORUMBURRA VIC 3950"
Ballarat,LOCATION,18930210-356-135999854 (2 of 2).txt,null,148,null,null,null,null,null,BELLARA,STREET,null,BELLARA,QLD,4507,-27.0593373,153.1531408,"148 BELLARA STREET, BELLARA QLD 4507"
Melbourne,LOCATION,18771130-1172-216040506 (2 of 2).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Barfold,LOCATION,18840122-1093-208270508 (1 of 2).txt,null,173,null,null,null,null,null,KINGOWER-ARNOLD,ROAD,null,ARNOLD,VIC,3551,-36.67175264,143.8453966,"173 KINGOWER-ARNOLD ROAD, ARNOLD VIC 3551"
Kjneton,LOCATION,18840122-1093-208270508 (1 of 2).txt,null,null,null,null,null,null,null,KEYNETON,ROAD,null,KEYNETON,SA,5353,-34.6205037,139.1051959,"KEYNETON ROAD, KEYNETON SA 5353"
Langley,LOCATION,18840122-1093-208270508 (1 of 2).txt,null,157,null,null,null,null,null,EAST METCALFE-LANGLEY,ROAD,null,LANGLEY,VIC,3444,-37.14948168,144.4924768,"157 EAST METCALFE-LANGLEY ROAD, LANGLEY VIC 3444"
Sarfold,LOCATION,18840122-1093-208270508 (1 of 2).txt,null,173,null,null,null,null,null,KINGOWER-ARNOLD,ROAD,null,ARNOLD,VIC,3551,-36.67175264,143.8453966,"173 KINGOWER-ARNOLD ROAD, ARNOLD VIC 3551"
Langley,LOCATION,18840122-1093-208270508 (1 of 2).txt,null,157,null,null,null,null,null,EAST METCALFE-LANGLEY,ROAD,null,LANGLEY,VIC,3444,-37.14948168,144.4924768,"157 EAST METCALFE-LANGLEY ROAD, LANGLEY VIC 3444"
ALBURY,LOCATION,18750301-13-11512924 (1 of 1).txt,null,null,null,null,null,null,null,AUBURN,ROAD,null,AUBURN,QLD,4413,-26.13030279,150.6517194,"AUBURN ROAD, AUBURN QLD 4413"
Albury,LOCATION,18750301-13-11512924 (1 of 1).txt,null,null,null,null,null,null,null,AUBURN,ROAD,null,AUBURN,QLD,4413,-26.13030279,150.6517194,"AUBURN ROAD, AUBURN QLD 4413"
England,LOCATION,18750301-13-11512924 (1 of 1).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
Pyalong,LOCATION,18890104-239-90206255 (2 of 4).txt,null,260,null,null,null,null,null,BROADFORD-PYALONG,ROAD,null,PYALONG,VIC,3521,-37.14203611,144.9026345,"260 BROADFORD-PYALONG ROAD, PYALONG VIC 3521"
Pyalong,LOCATION,18890104-239-90206255 (2 of 4).txt,null,260,null,null,null,null,null,BROADFORD-PYALONG,ROAD,null,PYALONG,VIC,3521,-37.14203611,144.9026345,"260 BROADFORD-PYALONG ROAD, PYALONG VIC 3521"
Kilmore,LOCATION,18890104-239-90206255 (2 of 4).txt,null,165,null,null,null,null,null,KILMORE-LANCEFIELD,ROAD,null,KILMORE,VIC,3764,-37.29427363,144.9338648,"165 KILMORE-LANCEFIELD ROAD, KILMORE VIC 3764"
Broadford,LOCATION,18890104-239-90206255 (2 of 4).txt,null,200,null,null,null,null,null,BROADFORD-GLENAROUA,ROAD,null,BROADFORD,VIC,3658,-37.18574474,145.014878,"200 BROADFORD-GLENAROUA ROAD, BROADFORD VIC 3658"
MELBOURNE,LOCATION,18980209-1459-255622029 (2 of 4).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Melbourne,LOCATION,18980209-1459-255622029 (2 of 4).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Horsham,LOCATION,18980209-1459-255622029 (2 of 4).txt,null,2,null,null,null,null,null,SHOREHAM,ROAD,null,SHOREHAM,VIC,3916,-38.4194643,145.0428737,"2 SHOREHAM ROAD, SHOREHAM VIC 3916"
Leneva,LOCATION,18900221-204-69562621 (1 of 1).txt,KILLARA HEIGHTS,4,null,null,null,null,null,LANENA,CRESCENT,null,LANENA,TAS,7275,-41.31093115,146.9641954,"KILLARA HEIGHTS, 4 LANENA CRESCENT, LANENA TAS 7275"
Beechworth,LOCATION,18900221-204-69562621 (1 of 1).txt,null,243,null,null,null,null,null,BEECHWORTH-WODONGA,ROAD,null,BEECHWORTH,VIC,3747,-36.34129804,146.6902532,"243 BEECHWORTH-WODONGA ROAD, BEECHWORTH VIC 3747"
Yass,LOCATION,18810323-366-103813720 (1 of 2).txt,null,447,null,null,null,null,null,YASS VALLEY,WAY,null,YASS,NSW,2582,-34.82423811,148.9088449,"447 YASS VALLEY WAY, YASS NSW 2582"
Penshurst,LOCATION,18810323-366-103813720 (1 of 2).txt,null,148,null,null,null,null,null,PENSHURST,STREET,null,PENSHURST,NSW,2222,-33.95824642,151.0828557,"148 PENSHURST STREET, PENSHURST NSW 2222"
Milang,LOCATION,18701111-41-39207830 (2 of 4).txt,null,null,null,null,null,null,null,MILANG,ROAD,null,MILANG,SA,5256,-35.39982996,138.9658556,"MILANG ROAD, MILANG SA 5256"
ADELAIDE,LOCATION,18880502-180-66086929 (1 of 1).txt,null,149,null,null,null,null,null,ADELAIDE,ARCADE,null,ADELAIDE,SA,5000,-34.92373985,138.6038839,"149 ADELAIDE ARCADE, ADELAIDE SA 5000"
ADELAIDE,LOCATION,18880502-180-66086929 (1 of 1).txt,null,149,null,null,null,null,null,ADELAIDE,ARCADE,null,ADELAIDE,SA,5000,-34.92373985,138.6038839,"149 ADELAIDE ARCADE, ADELAIDE SA 5000"
ADELAIDE,LOCATION,18880502-180-66086929 (1 of 1).txt,null,149,null,null,null,null,null,ADELAIDE,ARCADE,null,ADELAIDE,SA,5000,-34.92373985,138.6038839,"149 ADELAIDE ARCADE, ADELAIDE SA 5000"
ADELAIDE,LOCATION,18880502-180-66086929 (1 of 1).txt,null,149,null,null,null,null,null,ADELAIDE,ARCADE,null,ADELAIDE,SA,5000,-34.92373985,138.6038839,"149 ADELAIDE ARCADE, ADELAIDE SA 5000"
Richmond,LOCATION,18880502-180-66086929 (1 of 1).txt,null,149,null,null,null,null,null,RICHMOND,ROAD,null,RICHMOND,SA,5033,-34.94201162,138.5672635,"149 RICHMOND ROAD, RICHMOND SA 5033"
ADELAIDE,LOCATION,18880502-180-66086929 (1 of 1).txt,null,149,null,null,null,null,null,ADELAIDE,ARCADE,null,ADELAIDE,SA,5000,-34.92373985,138.6038839,"149 ADELAIDE ARCADE, ADELAIDE SA 5000"
Araliien,LOCATION,18750130-319-197935178 (21 of 21).txt,LITTLE HILL,null,null,null,null,null,null,ARALUEN,ROAD,null,ARALUEN,NSW,2622,-35.6414263,149.8142044,"LITTLE HILL, ARALUEN ROAD, ARALUEN NSW 2622"
Melbourne,LOCATION,18880920-1178-228414069 (1 of 1).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Orange,LOCATION,18880920-1178-228414069 (1 of 1).txt,null,555,null,null,null,null,null,GRANGE,ROAD,null,GRANGE,SA,5022,-34.90651166,138.5054096,"555 GRANGE ROAD, GRANGE SA 5022"
Braidwood,LOCATION,18880920-1178-228414069 (1 of 1).txt,null,null,null,null,null,null,null,BROADWOOD,STREET,null,BROADWOOD,WA,6430,-30.78050962,121.4435285,"BROADWOOD STREET, BROADWOOD WA 6430"
Braidwood,LOCATION,18880920-1178-228414069 (1 of 1).txt,null,null,null,null,null,null,null,BROADWOOD,STREET,null,BROADWOOD,WA,6430,-30.78050962,121.4435285,"BROADWOOD STREET, BROADWOOD WA 6430"
Braidwood,LOCATION,18880920-1178-228414069 (1 of 1).txt,null,null,null,null,null,null,null,BROADWOOD,STREET,null,BROADWOOD,WA,6430,-30.78050962,121.4435285,"BROADWOOD STREET, BROADWOOD WA 6430"
Newcastle,LOCATION,18880920-1178-228414069 (1 of 1).txt,null,null,null,null,null,null,null,REDCASTLE CEMETERY,ROAD,null,REDCASTLE,VIC,3523,-36.7923363,144.7858251,"REDCASTLE CEMETERY ROAD, REDCASTLE VIC 3523"
Wickham,LOCATION,18880920-1178-228414069 (1 of 1).txt,FIRE STATION,null,null,null,null,null,null,WICKHAM,DRIVE,null,WICKHAM,WA,6720,-20.67416909,117.1416385,"FIRE STATION, WICKHAM DRIVE, WICKHAM WA 6720"
Melbourne,LOCATION,18980225-135-59439925 (1 of 2).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Warragul,LOCATION,18980225-135-59439925 (1 of 2).txt,null,149,null,null,null,null,null,WARRAGUL-LARDNER,ROAD,null,WARRAGUL,VIC,3820,-38.17078632,145.9137527,"149 WARRAGUL-LARDNER ROAD, WARRAGUL VIC 3820"
Neerim,LOCATION,18980225-135-59439925 (1 of 2).txt,null,150,null,null,null,null,null,NEERIM EAST,ROAD,null,NEERIM,VIC,3831,-37.9483799,145.9737559,"150 NEERIM EAST ROAD, NEERIM VIC 3831"
Daylesford,LOCATION,18700124-185-112858055 (1 of 1).txt,null,null,null,null,null,null,null,DALYSFORD,ROAD,null,DALYSFORD,QLD,4671,-25.03210932,151.8804799,"DALYSFORD ROAD, DALYSFORD QLD 4671"
Moonta,LOCATION,18820121-1093-208254201 (1 of 1).txt,null,null,null,null,null,null,null,MOONTA-WALLAROO,ROAD,null,MOONTA,SA,5558,-34.06625569,137.593292,"MOONTA-WALLAROO ROAD, MOONTA SA 5558"
Colac,LOCATION,18830126-232-254652454 (1 of 1).txt,null,250,null,null,null,null,null,COOLAC,ROAD,null,COOLAC,NSW,2727,-34.94483834,148.1698419,"250 COOLAC ROAD, COOLAC NSW 2727"
Thorpdala,LOCATION,18980120-185-215788470 (1 of 3).txt,null,null,null,null,null,null,null,THORNDALE,ROAD,null,THORNDALE,QLD,4380,-28.71318877,151.8736852,"THORNDALE ROAD, THORNDALE QLD 4380"
Fairfield,LOCATION,18950831-724-144432830 (2 of 3).txt,null,148,null,null,null,null,null,FAIRFIELD,ROAD,null,FAIRFIELD,QLD,4103,-27.50672928,153.0253778,"148 FAIRFIELD ROAD, FAIRFIELD QLD 4103"
Bankstown,LOCATION,18950831-724-144432830 (2 of 3).txt,null,3,null,null,null,null,null,BANKSTOWN CITY,PLAZA,null,BANKSTOWN,NSW,2200,-33.9185737,151.0348848,"3 BANKSTOWN CITY PLAZA, BANKSTOWN NSW 2200"
Guildford,LOCATION,18950831-724-144432830 (2 of 3).txt,null,820,null,null,null,null,null,NEWSTEAD-GUILDFORD,ROAD,null,GUILDFORD,VIC,3451,-37.14903485,144.1465336,"820 NEWSTEAD-GUILDFORD ROAD, GUILDFORD VIC 3451"
White Hills,LOCATION,18640602-10-8826548 (1 of 1).txt,null,2,null,null,null,null,null,SEVENTH HILL,COURT,null,WHITE HILLS,VIC,3550,-36.72910781,144.3125583,"2 SEVENTH HILL COURT, WHITE HILLS VIC 3550"
Melbourne,LOCATION,18940126-180-66314555 (2 of 3).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Warra,LOCATION,18961030-139-67439943 (1 of 1).txt,null,null,null,null,null,null,null,DAANDINE WARRA,ROAD,null,WARRA,QLD,4411,-26.98344579,150.9302683,"DAANDINE WARRA ROAD, WARRA QLD 4411"
Allambee,LOCATION,18961030-139-67439943 (1 of 1).txt,null,301,null,null,null,null,null,ALLAMBEE ESTATE,ROAD,null,ALLAMBEE,VIC,3823,-38.28271409,146.0122014,"301 ALLAMBEE ESTATE ROAD, ALLAMBEE VIC 3823"
Melbourne,LOCATION,18961030-139-67439943 (1 of 1).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Warragul,LOCATION,18961030-139-67439943 (1 of 1).txt,null,149,null,null,null,null,null,WARRAGUL-LARDNER,ROAD,null,WARRAGUL,VIC,3820,-38.17078632,145.9137527,"149 WARRAGUL-LARDNER ROAD, WARRAGUL VIC 3820"
England,LOCATION,18840105-966-197788455 (1 of 1).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
Bondi,LOCATION,18840105-966-197788455 (1 of 1).txt,null,149,null,null,null,null,null,BONDI,ROAD,null,BONDI,NSW,2026,-33.89408836,151.2633937,"149 BONDI ROAD, BONDI NSW 2026"
Woolahra,LOCATION,18840105-966-197788455 (1 of 1).txt,null,825,null,null,null,null,null,BOOLARRA-MIRBOO NORTH,ROAD,null,BOOLARRA,VIC,3870,-38.38981533,146.2341555,"825 BOOLARRA-MIRBOO NORTH ROAD, BOOLARRA VIC 3870"
Melbourne,LOCATION,18910117-464-115566072 (1 of 4).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Liverpool,LOCATION,18990401-351-85785963 (1 of 1).txt,null,54,null,null,null,null,null,LIVERPOOL,STREET,null,LIVERPOOL,NSW,2170,-33.93365749,150.9056878,"54 LIVERPOOL STREET, LIVERPOOL NSW 2170"
TRABALGON,LOCATION,18980118-185-215788337 (1 of 1).txt,null,null,null,null,null,null,null,TRARALGON CREEK,ROAD,null,TRARALGON,VIC,3844,-38.21008638,146.5451332,"TRARALGON CREEK ROAD, TRARALGON VIC 3844"
Mnondarra,LOCATION,18980118-185-215788337 (1 of 1).txt,null,3844,null,null,null,null,null,MOONDARRA,ROAD,null,MOONDARRA,VIC,3825,-38.02330943,146.367509,"3844 MOONDARRA ROAD, MOONDARRA VIC 3825"
Traralgon,LOCATION,18980118-185-215788337 (1 of 1).txt,null,null,null,null,null,null,null,TRARALGON CREEK,ROAD,null,TRARALGON,VIC,3844,-38.21008638,146.5451332,"TRARALGON CREEK ROAD, TRARALGON VIC 3844"
Nepean,LOCATION,18890427-350-101005573 (1 of 1).txt,MARTUMILI ARTISTS,null,null,null,null,null,null,NEWMAN,DRIVE,null,NEWMAN,WA,6753,-23.3575005,119.7312869,"MARTUMILI ARTISTS, NEWMAN DRIVE, NEWMAN WA 6753"
Flinders,LOCATION,18830106-821-159557620 (3 of 3).txt,null,null,null,null,null,null,null,MORNINGTON-FLINDERS,ROAD,null,FLINDERS,VIC,3929,-38.44804027,144.9802562,"MORNINGTON-FLINDERS ROAD, FLINDERS VIC 3929"
Adelaide,LOCATION,18830106-821-159557620 (3 of 3).txt,null,149,null,null,null,null,null,ADELAIDE,ARCADE,null,ADELAIDE,SA,5000,-34.92373985,138.6038839,"149 ADELAIDE ARCADE, ADELAIDE SA 5000"
Dubbo,LOCATION,18760122-621-219430225 (1 of 2).txt,null,149,null,null,null,null,null,OLD DUBBO,ROAD,null,DUBBO,NSW,2830,-32.37824209,148.6914051,"149 OLD DUBBO ROAD, DUBBO NSW 2830"
St. Leonarde,LOCATION,18751106-366-100845119 (3 of 3).txt,null,2,null,null,null,null,null,ST LEONARDS,PARADE,null,ST LEONARDS,VIC,3223,-38.17304998,144.7169777,"2 ST LEONARDS PARADE, ST LEONARDS VIC 3223"
Melbourne,LOCATION,18991227-34-29525093 (2 of 5).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Melbourne,LOCATION,18760122-621-219430225 (1 of 2).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Beechworth,LOCATION,18991227-34-29525093 (2 of 5).txt,null,243,null,null,null,null,null,BEECHWORTH-WODONGA,ROAD,null,BEECHWORTH,VIC,3747,-36.34129804,146.6902532,"243 BEECHWORTH-WODONGA ROAD, BEECHWORTH VIC 3747"
Melbourne,LOCATION,18980120-30-3193092 (2 of 4).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
