0,1,2,mappify_buildingName,mappify_numberFirst,mappify_numberFirstPrefix,mappify_numberFirstSuffix,mappify_numberLast,mappify_numberLastPrefix,mappify_numberLastSuffix,mappify_streetName,mappify_streetType,mappify_streetSuffixCode,mappify_suburb,mappify_state,mappify_postCode,mappify_location_lat,mappify_location_lon,mappify_streetAddress
Ballarat East,LOCATION,18891228-621-220417494 (2 of 2).txt,null,6,null,null,null,null,null,EAST,STREET,N,BALLARAT EAST,VIC,3350,-37.56180018,143.8681214,"6 EAST STREET, BALLARAT EAST VIC 3350"
Coburg,LOCATION,18891228-621-220417494 (2 of 2).txt,null,6,null,null,null,null,null,COBURG,STREET,null,COBURG,VIC,3058,-37.750063,144.970523,"6 COBURG STREET, COBURG VIC 3058"
England,LOCATION,18620416-180-69135977 (1 of 1).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
England,LOCATION,18620416-180-69135977 (1 of 1).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
Guildfor,LOCATION,18620416-180-69135977 (1 of 1).txt,null,148,null,null,null,null,null,GUILDFORD,ROAD,null,GUILDFORD,NSW,2161,-33.85612502,150.9957801,"148 GUILDFORD ROAD, GUILDFORD NSW 2161"
Colac,LOCATION,18790211-109-63341688 (4 of 9).txt,null,250,null,null,null,null,null,COOLAC,ROAD,null,COOLAC,NSW,2727,-34.94483834,148.1698419,"250 COOLAC ROAD, COOLAC NSW 2727"
Melbourne,LOCATION,18790211-109-63341688 (4 of 9).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Edenhope,LOCATION,18790422-232-232168881 (1 of 1).txt,null,372,null,null,null,null,null,EDENHOPE-PENOLA,ROAD,null,EDENHOPE,VIC,3318,-37.04869061,141.2189189,"372 EDENHOPE-PENOLA ROAD, EDENHOPE VIC 3318"
Melbourne,LOCATION,18790422-232-232168881 (1 of 1).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Dubbo,LOCATION,18710208-35-13219608 (1 of 2).txt,null,149,null,null,null,null,null,OLD DUBBO,ROAD,null,DUBBO,NSW,2830,-32.37824209,148.6914051,"149 OLD DUBBO ROAD, DUBBO NSW 2830"
Mount Napier,LOCATION,18790422-232-232168881 (1 of 1).txt,null,254,null,null,null,null,null,MT NAPIER ACCESS,ROAD,null,MOUNT NAPIER,VIC,3301,-37.88615448,142.0703487,"254 MT NAPIER ACCESS ROAD, MOUNT NAPIER VIC 3301"
England,LOCATION,18710218-52-70464984 (1 of 1).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
England,LOCATION,18710218-52-70464984 (1 of 1).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
Brookong,LOCATION,18880120-436-254575436 (5 of 5).txt,null,null,null,null,null,null,null,BROOKTON,HIGHWAY,null,BROOKTON,WA,6306,-32.42961614,116.9047441,"BROOKTON HIGHWAY, BROOKTON WA 6306"
England,LOCATION,18370114-1474-252653394 (1 of 4).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
Melbourne,LOCATION,18510225-41-38453187 (1 of 1).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
England,LOCATION,18510225-41-38453187 (1 of 1).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
Melbourne,LOCATION,18510225-41-38453187 (1 of 1).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Adelaide,LOCATION,18510225-41-38453187 (1 of 1).txt,null,149,null,null,null,null,null,ADELAIDE,ARCADE,null,ADELAIDE,SA,5000,-34.92373985,138.6038839,"149 ADELAIDE ARCADE, ADELAIDE SA 5000"
Portland,LOCATION,18510225-41-38453187 (1 of 1).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
Sandhurst,LOCATION,18650303-10-8831426 (5 of 6).txt,null,148,null,null,null,null,null,SANDHURST,BOULEVARD,null,SANDHURST,VIC,3977,-38.08599133,145.2095392,"148 SANDHURST BOULEVARD, SANDHURST VIC 3977"
Sandhurst,LOCATION,18650303-10-8831426 (5 of 6).txt,null,148,null,null,null,null,null,SANDHURST,BOULEVARD,null,SANDHURST,VIC,3977,-38.08599133,145.2095392,"148 SANDHURST BOULEVARD, SANDHURST VIC 3977"
Sandhurst,LOCATION,18650303-10-8831426 (5 of 6).txt,null,148,null,null,null,null,null,SANDHURST,BOULEVARD,null,SANDHURST,VIC,3977,-38.08599133,145.2095392,"148 SANDHURST BOULEVARD, SANDHURST VIC 3977"
Melbourne,LOCATION,18690114-8-18734279 (2 of 2).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Melbourne,LOCATION,18690114-8-18734279 (2 of 2).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
LONDON,LOCATION,18980507-335-165315348 (1 of 1).txt,null,null,null,null,null,null,null,FINDON,ROAD,null,FINDON,SA,5023,-34.90336679,138.5314217,"FINDON ROAD, FINDON SA 5023"
London,LOCATION,18980507-335-165315348 (1 of 1).txt,null,null,null,null,null,null,null,FINDON,ROAD,null,FINDON,SA,5023,-34.90336679,138.5314217,"FINDON ROAD, FINDON SA 5023"
Melbourne,LOCATION,18980507-335-165315348 (1 of 1).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Melbourne,LOCATION,18790313-232-232167457 (1 of 2).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Ballarat,LOCATION,18790313-232-232167457 (1 of 2).txt,null,148,null,null,null,null,null,BELLARA,STREET,null,BELLARA,QLD,4507,-27.0593373,153.1531408,"148 BELLARA STREET, BELLARA QLD 4507"
Ballarat,LOCATION,18790313-232-232167457 (1 of 2).txt,null,148,null,null,null,null,null,BELLARA,STREET,null,BELLARA,QLD,4507,-27.0593373,153.1531408,"148 BELLARA STREET, BELLARA QLD 4507"
Melbourne,LOCATION,18850207-240-84705453 (2 of 2).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Richmond,LOCATION,18850207-240-84705453 (2 of 2).txt,null,149,null,null,null,null,null,RICHMOND,ROAD,null,RICHMOND,SA,5033,-34.94201162,138.5672635,"149 RICHMOND ROAD, RICHMOND SA 5033"
Melbourne,LOCATION,18850207-240-84705453 (2 of 2).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Burra,LOCATION,18911219-42-20298766 (1 of 2).txt,null,null,null,null,null,null,null,BURRA,ROAD,null,BURRA,SA,5417,-33.83235173,138.9588649,"BURRA ROAD, BURRA SA 5417"
Cowra,LOCATION,18881126-1178-228414597 (8 of 8).txt,null,null,null,null,null,null,null,COWRA,ROAD,null,COWRA,NSW,2794,-33.83208066,148.6610691,"COWRA ROAD, COWRA NSW 2794"
Cressy,LOCATION,18731206-946-198911112 (5 of 5).txt,CREEKSIDE,1529,null,null,null,null,null,CRESSY,ROAD,null,CRESSY,TAS,7302,-41.70713472,147.0816721,"CREEKSIDE, 1529 CRESSY ROAD, CRESSY TAS 7302"
Spreyton,LOCATION,18900612-949-198893675 (1 of 1).txt,null,null,null,null,null,null,null,PRESTON,ROAD,null,PRESTON,TAS,7315,-41.27573861,146.0856107,"PRESTON ROAD, PRESTON TAS 7315"
Hope Creek,LOCATION,18791114-346-88218575 (1 of 1).txt,null,null,null,null,null,null,null,BOULDER CREEK,ROAD,null,HORSE CREEK,QLD,4714,-23.66823007,150.3705048,"BOULDER CREEK ROAD, HORSE CREEK QLD 4714"
Fortli,LOCATION,18900612-949-198893675 (1 of 1).txt,null,153,null,null,null,null,null,FORTH,ROAD,null,FORTH,TAS,7310,-41.19086765,146.2561441,"153 FORTH ROAD, FORTH TAS 7310"
York,LOCATION,18910114-180-67199754 (2 of 2).txt,null,6,null,null,null,null,null,NORTHAM-YORK,ROAD,null,YORK,WA,6302,-31.87259029,116.7833291,"6 NORTHAM-YORK ROAD, YORK WA 6302"
Sandhurst,LOCATION,18791114-346-88218575 (1 of 1).txt,null,148,null,null,null,null,null,SANDHURST,BOULEVARD,null,SANDHURST,VIC,3977,-38.08599133,145.2095392,"148 SANDHURST BOULEVARD, SANDHURST VIC 3977"
York,LOCATION,18910114-180-67199754 (2 of 2).txt,null,6,null,null,null,null,null,NORTHAM-YORK,ROAD,null,YORK,WA,6302,-31.87259029,116.7833291,"6 NORTHAM-YORK ROAD, YORK WA 6302"
Penrith,LOCATION,18980108-350-101307772 (5 of 5).txt,PENRICE SODA QUARRY,null,null,null,null,null,null,PENRICE,ROAD,null,PENRICE,SA,5353,-34.48162207,139.0436863,"PENRICE SODA QUARRY, PENRICE ROAD, PENRICE SA 5353"
Penrith,LOCATION,18980108-350-101307772 (5 of 5).txt,PENRICE SODA QUARRY,null,null,null,null,null,null,PENRICE,ROAD,null,PENRICE,SA,5353,-34.48162207,139.0436863,"PENRICE SODA QUARRY, PENRICE ROAD, PENRICE SA 5353"
Ararat,LOCATION,18700115-567-196301860 (1 of 1).txt,null,8970,null,null,null,null,null,MORTLAKE-ARARAT,ROAD,null,ARARAT,VIC,3377,-37.30897256,142.9230965,"8970 MORTLAKE-ARARAT ROAD, ARARAT VIC 3377"
Warden,LOCATION,18700115-567-196301860 (1 of 1).txt,null,null,null,null,null,null,null,MARDEN,ROAD,null,MARDEN,SA,5070,-34.89496565,138.6390154,"MARDEN ROAD, MARDEN SA 5070"
Daylesford,LOCATION,18700115-567-196301860 (1 of 1).txt,null,null,null,null,null,null,null,DALYSFORD,ROAD,null,DALYSFORD,QLD,4671,-25.03210932,151.8804799,"DALYSFORD ROAD, DALYSFORD QLD 4671"
Talbot,LOCATION,18650304-319-197035153 (20 of 22).txt,null,null,null,null,null,null,null,TALBOT,ROAD,null,TALBOT,WA,6302,-31.98748585,116.6658191,"TALBOT ROAD, TALBOT WA 6302"
Echuca,LOCATION,18910110-698-163657874 (10 of 12).txt,null,155,null,null,null,null,null,ECHUCA-MITIAMO,ROAD,null,ECHUCA,VIC,3564,-36.18245189,144.7112403,"155 ECHUCA-MITIAMO ROAD, ECHUCA VIC 3564"
Glencoe,LOCATION,18910110-698-163657874 (10 of 12).txt,null,null,null,null,null,null,null,GLENCOE,ROAD,null,GLENCOE,SA,5291,-37.69714054,140.622931,"GLENCOE ROAD, GLENCOE SA 5291"
Foroe,LOCATION,18910110-698-163657874 (10 of 12).txt,null,7,null,null,null,null,null,FRANCIS FORDE,BOULEVARD,null,FORDE,ACT,2914,-35.17244843,149.1403806,"7 FRANCIS FORDE BOULEVARD, FORDE ACT 2914"
Widgewa,LOCATION,18910110-698-163657874 (10 of 12).txt,null,173,null,null,null,null,null,CUDGEWA,ROAD,null,CUDGEWA,VIC,3705,-36.20190798,147.7851105,"173 CUDGEWA ROAD, CUDGEWA VIC 3705"
Dubbo,LOCATION,18980225-436-99969474 (1 of 1).txt,null,149,null,null,null,null,null,OLD DUBBO,ROAD,null,DUBBO,NSW,2830,-32.37824209,148.6914051,"149 OLD DUBBO ROAD, DUBBO NSW 2830"
Melbourne,LOCATION,18480201-937-226515983 (1 of 1).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Adelaide,LOCATION,18480201-937-226515983 (1 of 1).txt,null,149,null,null,null,null,null,ADELAIDE,ARCADE,null,ADELAIDE,SA,5000,-34.92373985,138.6038839,"149 ADELAIDE ARCADE, ADELAIDE SA 5000"
England,LOCATION,18480201-937-226515983 (1 of 1).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
Portland,LOCATION,18480201-937-226515983 (1 of 1).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
Portland,LOCATION,18480201-937-226515983 (1 of 1).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
Bendigo,LOCATION,18980209-346-89466891 (1 of 4).txt,BENDIGO MARKETPLACE,1,null,null,null,null,null,BENDIGO MARKETPLACE,null,null,BENDIGO,VIC,3550,-36.76552472,144.280931,"BENDIGO MARKETPLACE, 1 BENDIGO MARKETPLACE, BENDIGO VIC 3550"
Albion,LOCATION,18960113-185-203768922 (1 of 1).txt,null,10,null,null,null,null,null,ALBION,ROAD,null,ALBION,QLD,4010,-27.43019253,153.0413161,"10 ALBION ROAD, ALBION QLD 4010"
Melbourne,LOCATION,18960113-185-203768922 (1 of 1).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Timor,LOCATION,18750122-232-191559467 (2 of 2).txt,null,2,null,null,null,null,null,TIMOR,ROAD,null,TIMOR,VIC,3465,-37.01059772,143.7168504,"2 TIMOR ROAD, TIMOR VIC 3465"
Mulgoa,LOCATION,18950914-350-108686111 (2 of 2).txt,null,408,null,null,null,null,null,MULGOA,ROAD,null,MULGOA,NSW,2745,-33.77622108,150.6607553,"408 MULGOA ROAD, MULGOA NSW 2745"
Dubbo,LOCATION,18960125-698-162827955 (2 of 3).txt,null,149,null,null,null,null,null,OLD DUBBO,ROAD,null,DUBBO,NSW,2830,-32.37824209,148.6914051,"149 OLD DUBBO ROAD, DUBBO NSW 2830"
Wellington,LOCATION,18960125-698-162827955 (2 of 3).txt,null,null,null,null,null,null,null,CALLINGTON,ROAD,null,CALLINGTON,SA,5254,-35.13378758,139.0428483,"CALLINGTON ROAD, CALLINGTON SA 5254"
Mudgee,LOCATION,18960125-698-162827955 (2 of 3).txt,null,null,null,null,null,null,null,BUDGEE,ROAD,null,BUDGEE,QLD,4359,-27.80289538,152.0069916,"BUDGEE ROAD, BUDGEE QLD 4359"
Auckland,LOCATION,18630310-35-13075443 (1 of 1).txt,COLLIE BLUE,null,null,null,null,null,null,BUCKLAND,ROAD,null,BUCKLAND,QLD,4722,-24.51798909,147.7493236,"COLLIE BLUE, BUCKLAND ROAD, BUCKLAND QLD 4722"
Auckland,LOCATION,18630310-35-13075443 (1 of 1).txt,COLLIE BLUE,null,null,null,null,null,null,BUCKLAND,ROAD,null,BUCKLAND,QLD,4722,-24.51798909,147.7493236,"COLLIE BLUE, BUCKLAND ROAD, BUCKLAND QLD 4722"
COROWA,LOCATION,18981203-35-14188498 (1 of 3).txt,null,6,null,null,null,null,null,CORONA,ROAD,null,COROWA,NSW,2646,-35.97347729,146.3468727,"6 CORONA ROAD, COROWA NSW 2646"
Corowa,LOCATION,18981203-35-14188498 (1 of 3).txt,null,6,null,null,null,null,null,CORONA,ROAD,null,COROWA,NSW,2646,-35.97347729,146.3468727,"6 CORONA ROAD, COROWA NSW 2646"
Melbourne,LOCATION,18830207-311-113559277 (1 of 1).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
London,LOCATION,18950901-505-130402304 (1 of 1).txt,null,null,null,null,null,null,null,FINDON,ROAD,null,FINDON,SA,5023,-34.90336679,138.5314217,"FINDON ROAD, FINDON SA 5023"
Sidney,LOCATION,18950901-505-130402304 (1 of 1).txt,ANDALOU,253,null,null,null,null,null,GIDLEY SIDING,ROAD,null,GIDLEY,NSW,2340,-31.00837499,150.8278647,"ANDALOU, 253 GIDLEY SIDING ROAD, GIDLEY NSW 2340"
Bremen,LOCATION,18950901-505-130402304 (1 of 1).txt,null,null,null,null,null,null,null,BERGEN,ROAD,null,BERGEN,QLD,4353,-27.24006567,151.9184354,"BERGEN ROAD, BERGEN QLD 4353"
Bremen,LOCATION,18950901-505-130402304 (1 of 1).txt,null,null,null,null,null,null,null,BERGEN,ROAD,null,BERGEN,QLD,4353,-27.24006567,151.9184354,"BERGEN ROAD, BERGEN QLD 4353"
London,LOCATION,18950901-505-130402304 (1 of 1).txt,null,null,null,null,null,null,null,FINDON,ROAD,null,FINDON,SA,5023,-34.90336679,138.5314217,"FINDON ROAD, FINDON SA 5023"
Noumea,LOCATION,18950901-505-130402304 (1 of 1).txt,null,429,null,null,null,null,null,NEUREA,ROAD,null,NEUREA,NSW,2820,-32.69512208,148.9817774,"429 NEUREA ROAD, NEUREA NSW 2820"
Newcastle,LOCATION,18661212-180-69385274 (1 of 1).txt,null,null,null,null,null,null,null,REDCASTLE CEMETERY,ROAD,null,REDCASTLE,VIC,3523,-36.7923363,144.7858251,"REDCASTLE CEMETERY ROAD, REDCASTLE VIC 3523"
Northam,LOCATION,18661212-180-69385274 (1 of 1).txt,null,7,null,null,null,null,null,NORTHEY,STREET,null,NORTHAM,WA,6401,-31.65293969,116.6829514,"7 NORTHEY STREET, NORTHAM WA 6401"
Maranoa,LOCATION,18990826-374-97489452 (1 of 1).txt,null,5,null,null,null,null,null,KARANJA,COURT,null,KARANJA,TAS,7140,-42.68434323,146.8366197,"5 KARANJA COURT, KARANJA TAS 7140"
England,LOCATION,18990120-367-102219194 (2 of 2).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
Bong Bong,LOCATION,18850101-367-103281614 (1 of 1).txt,null,245,null,null,null,null,null,BUNG BONG-LONGS,ROAD,null,BUNG BONG,VIC,3465,-37.05006478,143.6097484,"245 BUNG BONG-LONGS ROAD, BUNG BONG VIC 3465"
Bcnalla,LOCATION,18980212-821-162388995 (10 of 11).txt,null,6,null,null,null,null,null,BENALLA,STREET,null,BENALLA,VIC,3672,-36.54834918,145.9803085,"6 BENALLA STREET, BENALLA VIC 3672"
Traralgon,LOCATION,18980212-821-162388995 (10 of 11).txt,null,null,null,null,null,null,null,TRARALGON CREEK,ROAD,null,TRARALGON,VIC,3844,-38.21008638,146.5451332,"TRARALGON CREEK ROAD, TRARALGON VIC 3844"
Morwell,LOCATION,18980212-821-162388995 (10 of 11).txt,null,null,null,null,null,null,null,NORWELL,ROAD,null,NORWELL,QLD,4208,-27.78931003,153.3004737,"NORWELL ROAD, NORWELL QLD 4208"
Chrulestown,LOCATION,18820125-558-150628950 (1 of 1).txt,null,null,null,null,null,null,null,TINGOORA CHARLESTOWN,ROAD,null,CHARLESTOWN,QLD,4608,-26.38085417,151.8781606,"TINGOORA CHARLESTOWN ROAD, CHARLESTOWN QLD 4608"
Waratah,LOCATION,18820125-558-150628950 (1 of 1).txt,null,448,null,null,null,null,null,WARATAH,ROAD,null,WARATAH,TAS,7321,-41.44430252,145.5678155,"448 WARATAH ROAD, WARATAH TAS 7321"
England,LOCATION,18820125-558-150628950 (1 of 1).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
London,LOCATION,18820125-558-150628950 (1 of 1).txt,null,null,null,null,null,null,null,FINDON,ROAD,null,FINDON,SA,5023,-34.90336679,138.5314217,"FINDON ROAD, FINDON SA 5023"
Stratford,LOCATION,18860116-891-183122659 (1 of 1).txt,null,180,null,null,null,null,null,STRATFORD-MAFFRA,ROAD,null,STRATFORD,VIC,3862,-37.97924467,147.0517444,"180 STRATFORD-MAFFRA ROAD, STRATFORD VIC 3862"
Perth,LOCATION,18870126-180-66082949 (1 of 1).txt,null,240,null,null,null,null,null,PERTH MILL,ROAD,null,PERTH,TAS,7300,-41.56450256,147.1841337,"240 PERTH MILL ROAD, PERTH TAS 7300"
Albany,LOCATION,18870126-180-66082949 (1 of 1).txt,null,3,null,null,null,null,null,ALBANY,HIGHWAY,null,ALBANY,WA,6330,-35.02040905,117.8823542,"3 ALBANY HIGHWAY, ALBANY WA 6330"
Subiaeo,LOCATION,18870126-180-66082949 (1 of 1).txt,null,null,null,null,null,null,null,SUBIACO,ROAD,null,SUBIACO,WA,6008,-31.94378243,115.8371126,"SUBIACO ROAD, SUBIACO WA 6008"
Caddai,LOCATION,18941201-192-66445351 (2 of 2).txt,null,null,null,null,null,null,null,SCADDAN,ROAD,null,SCADDAN,WA,6447,-33.47741168,121.8625798,"SCADDAN ROAD, SCADDAN WA 6447"
Melbourne,LOCATION,18641231-399-108260478 (1 of 1).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
England,LOCATION,18641231-399-108260478 (1 of 1).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
Barosea,LOCATION,18641231-399-108260478 (1 of 1).txt,null,null,null,null,null,null,null,BAROOTA,ROAD,null,BAROOTA,SA,5495,-32.93192078,138.0189992,"BAROOTA ROAD, BAROOTA SA 5495"
Melbourne,LOCATION,18960111-291-87306619 (7 of 7).txt,null,6,null,null,null,null,null,MELBOURNE,PLACE,null,MELBOURNE,VIC,3000,-37.81351305,144.9690825,"6 MELBOURNE PLACE, MELBOURNE VIC 3000"
Grenville,LOCATION,18960111-291-87306619 (7 of 7).txt,null,null,null,null,null,null,null,EDENVILLE,ROAD,null,EDENVILLE,NSW,2474,-28.70198303,152.9711239,"EDENVILLE ROAD, EDENVILLE NSW 2474"
Mount Pleasant,LOCATION,18590209-41-49900720 (1 of 3).txt,null,null,null,null,null,null,null,MOUNT PLEASANT,ROAD,null,MOUNT PLEASANT,QLD,4521,-27.16367768,152.7880887,"MOUNT PLEASANT ROAD, MOUNT PLEASANT QLD 4521"
Beechworth,LOCATION,18850404-326-201593908 (1 of 1).txt,null,243,null,null,null,null,null,BEECHWORTH-WODONGA,ROAD,null,BEECHWORTH,VIC,3747,-36.34129804,146.6902532,"243 BEECHWORTH-WODONGA ROAD, BEECHWORTH VIC 3747"
Hesket,LOCATION,18810301-1324-240937130 (3 of 3).txt,null,162,null,null,null,null,null,HESKET BOUNDARY,ROAD,null,HESKET,VIC,3442,-37.36599663,144.6353375,"162 HESKET BOUNDARY ROAD, HESKET VIC 3442"
Rochrord,LOCATION,18810301-1324-240937130 (3 of 3).txt,null,351,null,null,null,null,null,ROCHFORD,ROAD,null,ROCHFORD,VIC,3442,-37.30268273,144.6871647,"351 ROCHFORD ROAD, ROCHFORD VIC 3442"
Perth,LOCATION,18460128-181-65770812 (1 of 3).txt,null,240,null,null,null,null,null,PERTH MILL,ROAD,null,PERTH,TAS,7300,-41.56450256,147.1841337,"240 PERTH MILL ROAD, PERTH TAS 7300"
PORTLAND,LOCATION,18971009-192-72553167 (1 of 1).txt,KYONG STATION,null,null,null,null,null,null,PENTLAND ARAMAC,ROAD,null,PENTLAND,QLD,4816,-21.78924202,145.9321506,"KYONG STATION, PENTLAND ARAMAC ROAD, PENTLAND QLD 4816"
Wahring,LOCATION,18800123-195-66495060 (3 of 3).txt,ALMA PARK,568,null,null,null,null,null,WAHRING-EUROA,ROAD,null,WAHRING,VIC,3608,-36.70836394,145.2623902,"ALMA PARK, 568 WAHRING-EUROA ROAD, WAHRING VIC 3608"
Murchi,LOCATION,18800123-195-66495060 (3 of 3).txt,null,null,null,null,null,null,null,MURTHO,ROAD,null,MURTHO,SA,5340,-34.15034272,140.7857551,"MURTHO ROAD, MURTHO SA 5340"
Derrinal,LOCATION,18800123-195-66495060 (3 of 3).txt,null,8,null,null,null,null,null,DERRINAL-CROSBIE,ROAD,null,DERRINAL,VIC,3523,-36.86835075,144.6288817,"8 DERRINAL-CROSBIE ROAD, DERRINAL VIC 3523"
Dunolly,LOCATION,18691224-13-5809277 (1 of 4).txt,null,5,null,null,null,null,null,DUNOLLY,ROAD,null,DUNOLLY,NSW,2330,-32.55920402,151.1686612,"5 DUNOLLY ROAD, DUNOLLY NSW 2330"
Crcswick,LOCATION,18670115-1190-244420500 (1 of 3).txt,null,150,null,null,null,null,null,ASCOT-CRESWICK,ROAD,null,CRESWICK,VIC,3363,-37.41453725,143.8717211,"150 ASCOT-CRESWICK ROAD, CRESWICK VIC 3363"
Albury,LOCATION,18800110-582-200267139 (1 of 1).txt,null,null,null,null,null,null,null,AUBURN,ROAD,null,AUBURN,QLD,4413,-26.13030279,150.6517194,"AUBURN ROAD, AUBURN QLD 4413"
London,LOCATION,18800110-582-200267139 (1 of 1).txt,null,null,null,null,null,null,null,FINDON,ROAD,null,FINDON,SA,5023,-34.90336679,138.5314217,"FINDON ROAD, FINDON SA 5023"
Bay,LOCATION,18650301-185-112885071 (6 of 8).txt,null,206,null,null,null,null,null,DUNERA,WAY,null,HAY,NSW,2711,-34.49820018,144.8313915,"206 DUNERA WAY, HAY NSW 2711"
Little River,LOCATION,18650301-185-112885071 (6 of 8).txt,null,161,null,null,null,null,null,LITTLE RIVER,ROAD,null,LITTLE RIVER,VIC,3211,-37.96214019,144.5112793,"161 LITTLE RIVER ROAD, LITTLE RIVER VIC 3211"
Sandhurst,LOCATION,18650301-185-112885071 (6 of 8).txt,null,148,null,null,null,null,null,SANDHURST,BOULEVARD,null,SANDHURST,VIC,3977,-38.08599133,145.2095392,"148 SANDHURST BOULEVARD, SANDHURST VIC 3977"
